StationNumber,StationName,Alt,longitude,latitude,County,Address,datatime,Auto
467420,永康,8.1,120.2367,23.0384,臺南市,永康區鹽行里正南五街520巷88號,1947/6/1,0
467440,高雄,2.3,120.3157,22.566,高雄市,前鎮區明孝里26鄰漁港南二路2號,1931/1/1,0
467480,嘉義,26.9,120.4329,23.4959,嘉義市,西區北新里海口寮路56號,1968/9/1,0
467490,臺中,84,120.6841,24.1457,臺中市,北區精武路295號,1896/01/01,0
467530,阿里山,2413.4,120.8132,23.5082,嘉義縣,阿里山鄉中正村4鄰東阿里山73-1號,1933/1/1,0
467540,大武,8.1,120.9038,22.3557,臺東縣,大武鄉大武街115號,1939/1/1,0
467550,玉山,3844.8,120.9595,23.4876,南投縣,信義鄉玉山北峰1號,1943/1/1,0
467571,新竹,26.9,121.0142,24.8279,新竹縣,竹北市北崙里3鄰光明五街60號,1991/7/1,0
467590,恆春,22.1,120.7463,22.0039,屏東縣,恆春鎮天文路50號,1896/01/01,0
467610,成功,33.5,121.3734,23.0975,臺東縣,成功鎮公民路84號,1940/1/1,0
467620,蘭嶼,324,121.5583,22.037,臺東縣,蘭嶼鄉紅頭村2號,1941/1/1,0
467650,日月潭,1017.5,120.9081,23.8813,南投縣,魚池鄉水社村中山路270巷14號,1940/1/1,0
467660,臺東,9,121.1546,22.7522,臺東縣,臺東市大同路106號,1901/1/1,0
467770,梧棲,31.7,120.5234,24.256,臺中市,梧棲區臺灣大道十段2號海港大樓6樓,1976/11/1,0
467790,墾丁雷達站,42,120.808,21.9482,屏東縣,恆春鎮燈塔路51巷33號,2001/11/1,0
467990,馬祖,97.8,119.9234,26.1693,連江縣,南竿鄉四維村6鄰88號,2004/1/1,0
C0A520,山佳,48,121.402,24.9749,新北市,樹林區中山路3段5號(山佳國民小學校園內),1987/6/1,1
C0A530,坪林,300,121.7094,24.9382,新北市,坪林區,1987/6/1,1
C0A540,四堵,401,121.7459,24.8928,新北市,坪林區碧湖(北宜路旁之碧湖橋道路上行約10分鐘),1987/6/1,1
C0A550,泰平,422,121.8237,24.9712,新北市,雙溪區泰平里8鄰大平路43號(泰平國小分校附近),1987/6/1,1
C0A560,福山,405,121.5028,24.7762,新北市,烏來區福山里李茂岸八號(福山國小旁),1987/6/1,1
C0A570,桶後,360,121.598,24.8482,新北市,烏來區后桶街49號孝義里5-6k處路旁,1987/6/1,1
C0A640,石碇,241,121.6629,24.9939,新北市,石碇區湳窟34號附近,2009/12/1,1
C0A650,火燒寮,287,121.7429,25.0027,新北市,平溪區東勢里,2009/12/1,1
C0A660,瑞芳,97,121.8011,25.1132,新北市,瑞芳區22403龍山里逢甲路360號(義方國民小學校園內),2009/12/1,1
C0A860,大坪,362,121.633,25.1659,新北市,萬里區溪底里香員林6-3號,1995/1/1,1
C0A870,五指山,685,121.6087,25.1322,新北市,汐止區國軍示範公墓旁之復興廣播電台門口外,1995/1/1,1
C0A880,福隆,6,121.9421,25.0178,新北市,貢寮區東北角海岸國家風景管理處之福隆遊客中心後方,1995/1/1,1
C0A890,雙溪,40,121.8642,25.036,新北市,雙溪區雙溪里社區活動中心旁花圃內,1995/1/1,1
C0A920,富貴角,196,121.5653,25.2638,新北市,石門區山溪里10鄰九芎林13號旁(石門國小山溪分班附近),1995/1/1,1
C0A931,三和,216,121.5952,25.2332,新北市,金山區三和國小兩湖分校,2014/4/1,1
C0A940,金山,49,121.644,25.2236,新北市,金山區中興段404地號(磺港社區活動中心內),1995/1/1,1
C0A950,鼻頭角,60,121.9234,25.129,新北市,瑞芳區鼻頭角燈塔旁,1995/1/1,1
C0A970,三貂角,96,122.0021,25.0076,新北市,貢寮區三貂角燈塔旁,1996/1/1,1
C0A980,社子,11,121.4697,25.1095,臺北市,士林區延平北路9段212號(台北海洋技術學院內),1997/12/1,1
C0A9A0,大直,24,121.5429,25.078,臺北市,中山區北安路420號(大直高中內),1997/12/1,1
C0A9C0,天母,35,121.5372,25.1175,臺北市,士林區天母東路116號(三玉國小內),1997/12/1,1
C0A9E0,士林,26,121.503,25.0903,臺北市,士林區延平北路6段308號(社子國小內),1997/12/1,1
C0A9F0,內湖,35,121.5755,25.0794,臺北市,內湖區內湖路一段520號(內湖高工內),1997/12/1,1
C0AC40,大屯山,1079,121.5224,25.1757,臺北市,北投區湖田段461-6地號(民航局大屯山助航臺),2006/1/1,1
C0AC60,三峽,55,121.3697,24.939,新北市,三峽區復興路238號(三峽國中校園內),2009/10/1,1
C0AC70,信義,71,121.5646,25.0378,臺北市,信義區市府路1號(台北市政府頂樓),2009/10/1,1
C0AC80,文山,40,121.5757,25.0024,臺北市,文山區木柵路4段159巷14-1號(博嘉國小校園內),2009/12/1,1
C0ACA0,新莊,25,121.4468,25.0515,新北市,新莊區中和街193號(榮富國小校園內),2009/12/1,1
C0AD00,三芝,86,121.5019,25.2581,新北市,三芝區育英路22號(三芝國小內),2009/11/1,1
C0AD10,八里,27,121.4039,25.1502,新北市,八里區中山路二段338號(八里國小內),2009/11/1,1
C0AD30,蘆洲,20,121.4723,25.0866,新北市,蘆洲區三民路96號(三民高中內),2009/11/1,1
C0AD40,土城,32,121.4452,24.9732,新北市,土城區金城路一段90號(新北市政府消防局土城分隊大樓樓頂),2009/11/1,1
C0AD50,鶯歌,84,121.3463,24.9515,新北市,鶯歌區尖山埔路106號(鶯歌國小內),2009/11/1,1
C0AG90,中和,25,121.4904,24.9926,新北市,中和區錦和路350號(錦和運動公園),2011/8/23,1
C0AH00,汐止,38,121.6588,25.0669,新北市,汐止區大同路二段394號(汐止國中),2011/9/1,1
C0AH10,永和,30,121.5081,25.0113,新北市,永和區永平路205號(永平高中校園內),2014/1/1,1
C0AH30,五分山,755,121.7808,25.0713,新北市,瑞芳區靜安路四段1巷1號,2016/1/1,1
C0AH40,平等,426,121.5771,25.1291,臺北市,士林區平菁街101號(平等國小),2016/8/1,1
C0AH50,林口,275,121.3808,25.0722,新北市,林口區仁愛路二段173號(林口高中內),2017/1/10,1
C0AH70,松山,34,121.5504,25.0487,臺北市,松山區敦化北路1號(臺北市松山運動中心),2017/4/26,1
C0AH80,深坑,68,121.6283,25.0027,新北市,深坑區文山路1段35號(深坑消防分隊樓頂),2017/8/2,1
C0AH90,福山植物園,660,121.5814,24.7607,新北市,烏來區福山植物園內(生活植物區之民俗植物區觀測坪),2018/3/23,1
C0AI00,五股,188,121.4273,25.0745,新北市,五股區外寮路12號,2018/7/10,1
C0AI10,屈尺,76,121.5448,24.9218,新北市,新店區屈尺路83號(衛福部北區老人之家),2018/11/20,1
C0AI20,白沙灣,25,121.5191,25.2831,新北市,石門區德茂里下員坑33-6號（白沙灣遊客中心樓頂）,2018/11/28,1
C0AI30,三重,26,121.5006,25.0573,新北市,三重區環河南路100號,2019/8/2,1
C0AI40,石牌,35,121.5132,25.1156,臺北市,北投區石牌路一段139號(石牌國中自強樓頂樓),2019/9/10,1
C0B010,七堵,38,121.7171,25.0948,基隆市,七堵區東新街22號(基隆商工樓頂),2018/6/23,1
C0B020,基隆嶼,86,121.7839,25.1914,基隆市,中正區基隆嶼,2018/10/26,1
C0C460,復興,482,121.3523,24.8202,桃園市,復興區澤仁里中正路248號(介壽國民中學校園內),2007/10/1,1
C0C480,桃園,105,121.3232,24.9924,桃園市,桃園區成功路二段144號(桃園高級農工職業學校校園內),2008/1/1,1
C0C490,八德,157,121.2833,24.9287,桃園市,八德區興仁里中山路94號(八德國民小學校園內),2011/12/1,1
C0C540,大園,46,121.226,25.0478,桃園市,大園區埔心里25鄰中正東路1段189巷35號(埔心國民小學),2008/1/1,1
C0C590,觀音,72,121.1533,25.0271,桃園市,觀音區廣福里10-42號(逸福農場),2007/10/1,1
C0C620,蘆竹,19,121.2658,25.0843,桃園市,蘆竹區坑口里14鄰旁,2011/12/1,1
C0C630,大溪,209,121.2655,24.8829,桃園市,大溪區員林路2段450號(員樹林國小校園內),2007/12/1,1
C0C650,平鎮,208,121.2146,24.8975,桃園市,平鎮區中豐路山頂段375巷45號(山豐國民小學校園內),2007/12/1,1
C0C660,楊梅,176,121.143,24.9124,桃園市,楊梅區金華街100號(楊心國小),2013/8/1,1
C0C670,龍潭,250,121.2214,24.8701,桃園市,龍潭區中興路726號（龍潭消防分隊）,2014/4/1,1
C0C680,龜山,228,121.3866,25.0285,桃園市,龜山區文化一路250號(國立體育大學田徑場),2017/4/12,1
C0C700,中壢,151,121.2564,24.9777,桃園市,中壢區成章四街120號(內壢高中樓頂),2017/12/27,1
C0C710,大溪永福,143,121.325,24.8929,桃園市,大溪區信義路1165號（永福國小）,2018/12/26,1
C0D360,梅花,523,121.2086,24.6783,新竹縣,尖石鄉梅花村1鄰11號(梅花國小校園內),1987/6/1,1
C0D390,關西,146,121.1739,24.7982,新竹縣,關西鎮北斗里北門口41號(關西國中校園內),2008/1/1,1
C0D430,峨眉,87,121.0172,24.6905,新竹縣,峨眉鄉31541峨眉村峨眉街54號(峨眉國中校園內),2011/12/1,1
C0D480,打鐵坑,223,121.1508,24.8497,新竹縣,新埔鎮新北里8鄰大北坑28號旁,2008/1/1,1
C0D540,橫山,227,121.1169,24.7112,新竹縣,橫山鄉橫山村橫山段426-6地號上,2007/10/1,1
C0D550,雪霸,1956,121.1161,24.527,新竹縣,五峰鄉桃山村民石380號(雪霸農場內),2007/10/1,1
C0D560,竹東,147,121.0579,24.7671,新竹縣,竹東鎮二重國民小學校園內,2008/1/1,1
C0D570,香山,15,120.9055,24.7469,新竹市,香山區長興街路旁,2007/12/1,1
C0D580,寶山,120,121.0252,24.735,新竹縣,寶山鄉新湖路280號旁,2007/12/1,1
C0D590,新豐,143,120.9772,24.8707,新竹縣,新豐鄉上坑村坑子口102-1號(小叮噹科學遊樂區內),2007/10/1,1
C0D650,湖口,97,121.0436,24.9048,新竹縣,湖口鄉信勢村三鄰成功路109號(湖口消防分隊),2013/10/1,1
C0D660,新竹市東區,65,120.9869,24.7987,新竹市,東區光復路二段321號（工研院光復院區6館）,2014/11/1,1
C0E420,竹南,19,120.8889,24.709,苗栗縣,竹南鎮大埔里仁愛路1092號(竹南鎮大埔國民小學內),1987/6/1,1
C0E430,南庄,258,121.0002,24.6018,苗栗縣,南庄鄉東村文化路3號(南庄國小校園內),1987/6/1,1
C0E520,大湖,320,120.8709,24.4149,苗栗縣,大湖鄉大寮村5鄰竹高屋34-1號附近,2011/11/1,1
C0E540,後龍,32,120.7839,24.6065,苗栗縣,後龍鎮後龍溪橋旁高地,2011/11/1,1
C0E550,明德,84,120.8854,24.5835,苗栗縣,頭屋鄉明德水庫水利工作站屋頂上,2011/11/1,1
C0E590,通霄,40,120.7046,24.4719,苗栗縣,通霄鎮城北里1鄰13號(通霄鎮城中國民小學內),2011/11/1,1
C0E610,馬都安,850,120.9302,24.4513,苗栗縣,泰安鄉錦水村(由泰安開車約2小時瞭望台旁),1990/7/21,1
C0E730,頭份,26,120.9122,24.6882,苗栗縣,頭份市中正路219號(苗栗縣頭份鎮頭份國小校園內),2007/12/1,1
C0E740,造橋,27,120.8648,24.6371,苗栗縣,造橋鄉造橋村14鄰3號(造橋國小),2011/11/1,1
C0E750,苗栗,62,120.8246,24.5646,苗栗縣,苗栗市中正路241號(建功國小),2011/11/1,1
C0E780,銅鑼,160,120.7909,24.4897,苗栗縣,銅鑼鄉福興村文化街1號(銅鑼國小),2011/11/1,1
C0E790,卓蘭,344,120.8248,24.3128,苗栗縣,卓蘭鎮中山路127號(卓蘭鎮公所),2011/11/1,1
C0E810,西湖,53,120.7485,24.5629,苗栗縣,西湖鄉二湖村2鄰22號(僑文國小),2011/11/1,1
C0E820,獅潭,220,120.92,24.5391,苗栗縣,獅潭鄉新店村11鄰103-2號(獅潭鄉公所圖書館樓頂),2011/12/1,1
C0E830,苑裡,37,120.6531,24.4397,苗栗縣,苑裡鎮信義路1號(苑裡鎮公所),2013/12/1,1
C0E850,大河,104,120.9486,24.6181,苗栗縣,三灣鄉大河村48號(大河派出所),2015/8/4,1
C0E870,高鐵苗栗,34,120.8261,24.6073,苗栗縣,後龍鎮高鐵三路268號(高鐵苗栗站外),2017/8/1,1
C0E880,三義,507,120.7521,24.4078,苗栗縣,三義鄉八股段1149-3地號（三義慈濟山茶園內）,2020/1/7,1
C0F000,大肚,273,120.5721,24.153,臺中市,大肚區瑞井里遊園路一段2號(臺中區監理所內),2011/11/1,1
C0F0A0,雪山圈谷,3587,121.2363,24.3886,臺中市,和平區(往雪山主峰路上9.8公里處右邊),2016/7/15,1
C0F0B0,石岡,311,120.7776,24.2761,臺中市,石岡區石岡街6號?(臺中市石岡區衛生所),2016/10/1,1
C0F0C0,中坑,983,120.9033,24.2485,臺中市,和平區中坑里中坑段39地號內,2017/6/14,1
C0F0D0,審馬陣,3171,121.4203,24.3817,臺中市,和平區南湖大山指標16.2K處(審馬陣山附近),2017/12/28,1
C0F0E0,南湖圈谷,3557,121.4447,24.3637,臺中市,和平區南湖大山指標20K處(南湖主峰東峰岔路附近),2017/12/28,1
C0F850,東勢,379,120.833,24.2464,臺中市,東勢區東關路647號(東勢林區管理處雙崎工作站內),2011/11/1,1
C0F861,梨山,2215,121.2437,24.2475,臺中市,和平區梨山里福壽路29號（福壽山農場）,2004/7/1,1
C0F930,大甲,100,120.6404,24.3477,臺中市,大甲區開元路71號(大甲高級工業職業學校內),2011/11/1,1
C0F970,大坑,145,120.7223,24.1731,臺中市,北屯區軍福十三路268號(東山消防分隊),2011/11/1,1
C0F9A0,中竹林,425,120.7511,24.1036,臺中市,太平區長龍路中埔二號橋至站址直線距離約1.7km,2011/11/1,1
C0F9I0,神岡,194,120.6583,24.2725,臺中市,神岡區三民路639號(圳堵國小校園南側大樓屋頂平台),2011/11/1,1
C0F9K0,大安,30,120.588,24.3451,臺中市,大安區中庄里中山南路296號(大安國小),2011/11/1,1
C0F9L0,后里,253,120.7297,24.3104,臺中市,后里區甲后路110號(后里國小),2011/11/1,1
C0F9M0,豐原,230,120.7207,24.2543,臺中市,豐原區豐榮里12鄰新生北路155號(豐原國小),2011/11/1,1
C0F9N0,大里,75,120.7014,24.0925,臺中市,大里區文化街120號(塗城國小),2011/11/1,1
C0F9O0,潭子,175,120.7039,24.2131,臺中市,潭子區中山路二段435號(潭子國小),2011/11/1,1
C0F9P0,清水,26,120.5622,24.3123,臺中市,清水區護岸路37號(高美國小),2011/11/1,1
C0F9Q0,外埔,149,120.7057,24.3478,臺中市,外埔區土城里土城西路55號(安定國小),2011/11/1,1
C0F9R0,龍井,20,120.529,24.1845,臺中市,龍井區西里龍門路51號(龍井國小),2011/11/1,1
C0F9S0,烏日,43,120.6241,24.1071,臺中市,烏日區中山路二段196號(烏日國小),2011/11/1,1
C0F9T0,西屯,111,120.6413,24.1795,臺中市,西屯區西屯路二段300號(西屯國小),2011/11/1,1
C0F9U0,南屯,74,120.638,24.137,臺中市,南屯區黎明路一段968號(南屯國小),2011/11/1,1
C0F9V0,新社,525,120.8158,24.2002,臺中市,新社區大南里興中街46號(農委會種苗改良繁殖場),2011/11/1,1
C0F9X0,大雅(中科園區),166,120.6245,24.2153,臺中市,大雅區中部科學工業園區臺中園區(汙水處理機房樓頂),2015/8/21,1
C0F9Y0,桃山,3313,121.3038,24.4327,臺中市,和平區(位於往桃山山屋叉路解說牌附近),2016/7/15,1
C0F9Z0,雪山東峰,3193,121.2687,24.3888,臺中市,和平區(位於雪山東峰直升機停機坪東南東方60公尺處),2016/7/15,1
C0G620,芬園,110,120.6213,24.0157,彰化縣,芬園鄉楓坑村大埔崙產業道路上(芬園往臺灣民俗村路上),2011/11/1,1
C0G640,鹿港,17,120.4305,24.0753,彰化縣,鹿港鎮海埔里顏厝巷67號(行政院退輔會魚殖管理處彰化分場內),1992/7/1,1
C0G650,員林,34,120.5856,23.9465,彰化縣,員林市萬年里明倫路2號(明倫國中內),1992/7/1,1
C0G660,溪湖,27,120.4791,23.9484,彰化縣,溪湖鎮大竹里彰水路2段725號(湖南國民小學內),2011/11/1,1
C0G720,溪州,50,120.4991,23.8516,彰化縣,溪州鄉溪下路四段560號(溪州鄉公所),2015/7/3,1
C0G730,二林,27,120.3761,23.9033,彰化縣,二林鎮仁愛路200號(二林消防分隊),2015/7/3,1
C0G740,大城,24,120.3209,23.8525,彰化縣,大城鄉東城村中平路185號(大城鄉公所),2015/7/3,1
C0G750,竹塘,31,120.3825,23.8466,彰化縣,竹塘鄉永安村東陽路二段221號(永安派出所),2015/7/3,1
C0G760,高鐵彰化,53,120.5746,23.8752,彰化縣,田中鎮站區路二段99號(高鐵彰化站外),2017/8/1,1
C0G770,福興,15,120.4377,24.0413,彰化縣,福興鄉員鹿路二段270號(福興國中),2011/11/1,1
C0G780,秀水,27,120.5039,24.0341,彰化縣,秀水鄉安東村中山路257號(秀水國小),2011/11/1,1
C0G800,埔鹽,15,120.4317,24.0004,彰化縣,埔鹽鄉永樂村永樂路600號(永樂國小),2011/11/1,1
C0G810,埔心,26,120.5255,23.9476,彰化縣,埔心鄉舊館村員鹿路四段201號(舊館國小),2011/11/1,1
C0G820,田尾,29,120.5094,23.9017,彰化縣,田尾鄉中正路二段101號(仁豐國小),2011/11/1,1
C0G830,埤頭,27,120.4528,23.866,彰化縣,埤頭鄉大湖村大湖路260號(大湖國小),2011/11/1,1
C0G840,北斗,32,120.5142,23.8776,彰化縣,北斗鎮斗苑路二段150號(螺陽國小),2011/11/1,1
C0G860,社頭,45,120.5862,23.8976,彰化縣,社頭鄉社斗路一段258號(社頭國小),2011/11/1,1
C0G870,芳苑,12,120.32,23.9223,彰化縣,芳苑鄉仁愛村斗苑路芳苑段211號(芳苑國中),2011/11/1,1
C0G880,二水,92,120.6173,23.8107,彰化縣,二水鄉文化村119號(二水國小),2011/11/1,1
C0G890,伸港,24,120.4844,24.1489,彰化縣,伸港鄉新港村和平路60號(新港國小),2011/11/1,1
C0G900,線西,20,120.4435,24.1434,彰化縣,線西鄉慶福路300號（彰濱工業區線西服務大樓內),2019/11/22,1
C0G910,花壇,42,120.5495,24.0321,彰化縣,彰化縣花壇鄉彰員路2段580號（花壇國中內）,2019/12/20,1
C0H890,埔里,440,120.9524,23.9722,南投縣,埔里鎮大城里大城路169號(南投縣立大成國民中學內),2016/1/1,1
C0H950,中寮,192,120.7664,23.8844,南投縣,中寮鄉復興村初中巷50號(中寮國中校園內),2011/11/1,1
C0H960,草屯,120,120.6809,23.9737,南投縣,草屯鎮中山里草鞋墩1街8號(草屯鎮公所樓頂),2011/11/1,1
C0H990,昆陽,3076,121.2736,24.1213,南投縣,仁愛鄉昆陽警察局後方下坡處(太魯閣國家公園)石碑後20公尺,1992/7/1,1
C0H9A0,神木村,1595,120.8437,23.5327,南投縣,信義鄉神木村神木工作分站後方山坡上(對高岳營林區29林班地444號土地),1999/2/1,1
C0H9C0,合歡山,3402,121.2725,24.1434,南投縣,仁愛鄉(近合歡山三角點，由松雪樓開車約15分鐘，大甲溪事業區第81林班),2008/2/25,1
C0I010,廬山,1562,121.1818,24.0333,南投縣,仁愛鄉大同村仁和路21號(埔里-霧社收費站-盧山電力公司瞭望台),1992/7/1,1
C0I080,信義,536,120.851,23.6897,南投縣,信義鄉自強村綠美巷(內茅埔營林區23林班地),2016/1/1,1
C0I090,鳳凰,910,120.7873,23.7281,南投縣,鹿谷鄉鳳凰鳥園旁,1992/7/1,1
C0I110,竹山,161,120.6882,23.7612,南投縣,竹山鎮延和里向學街32號(竹山國民小學內),1992/7/1,1
C0I360,水里,300,120.8498,23.8126,南投縣,水里鄉中山路一段515號(玉山國家公園管理處),2016/1/1,1
C0I370,魚池,671,120.9414,23.8957,南投縣,魚池鄉東池村魚池街194號(魚池鄉衛生所),2016/1/1,1
C0I380,集集,258,120.8015,23.8282,南投縣,集集鎮民生東路1號(農委會特有生物研究保育中心),2016/1/1,1
C0I390,仁愛,1184,121.1322,24.0221,南投縣,仁愛鄉仁和路50號(台電公司仁愛服務所),2016/1/1,1
C0I410,名間,180,120.7014,23.8371,南投縣,名間鄉董門巷2號(名間鄉立體停車場),2016/1/1,1
C0I420,國姓,305,120.8551,24.0378,南投縣,國姓鄉民族街40號(國姓鄉老人文康活動中心),2016/1/1,1
C0I460,南投,110,120.6873,23.9115,南投縣,南投市龍泉里玉井街5號(南投市公所樓頂),2015/9/21,1
C0I480,梅峰,2165,121.1736,24.0853,南投縣,仁愛鄉大同村仁和路215號(梅峰農場),2016/1/1,1
C0I490,萬大林道,1601,121.0914,23.9282,南投縣,仁愛鄉曲冰段(萬大林道約7.2k附近高地),2016/1/1,1
C0I520,玉山風口,3860,120.956,23.4705,南投縣,信義鄉(玉山主峰往北峰叉路空地附近),2016/7/15,1
C0I530,小奇萊,3014,121.2957,24.1318,南投縣,仁愛鄉小奇萊步道指標1.5K處附近,2017/12/28,1
C0I540,奇萊稜線,3344,121.3265,24.1092,南投縣,仁愛鄉奇萊連峰指標6.4K處(奇萊山屋附近),2017/12/28,1
C0K240,草嶺,1132,120.6935,23.5956,雲林縣,古坑鄉草嶺村龍頭,1992/7/1,1
C0K250,崙背,12,120.3189,23.7556,雲林縣,崙背鄉阿勸村阿勸農場(阿勸段487號),2016/1/1,1
C0K280,四湖,23,120.2271,23.6304,雲林縣,四湖鄉湖西村中正路766號(四湖國民中學內),1993/3/1,1
C0K291,宜梧,8,120.1693,23.5363,雲林縣,口湖鄉湖口村170號央廣口湖分台內(憲兵排樓頂),2010/9/27,1
C0K330,虎尾,38,120.442,23.7192,雲林縣,虎尾鎮林森路一段64號(中正國民小學內),1993/3/1,1
C0K390,土庫,31,120.3956,23.679,雲林縣,土庫鎮建國路41號(土庫消防分隊),2015/7/3,1
C0K400,斗六,65,120.5411,23.7206,雲林縣,斗六市鎮北路345-1號(斗六消防分隊),2015/7/3,1
C0K410,北港,20,120.2928,23.574,雲林縣,北港鎮大同路565號(北港消防分隊),2015/7/3,1
C0K420,西螺,42,120.4674,23.8004,雲林縣,西螺鎮公正路211號(西螺消防分隊),2015/7/3,1
C0K430,褒忠,30,120.3036,23.6909,雲林縣,褒忠鄉中正路451號(褒忠鄉公所),2015/7/3,1
C0K440,二崙,35,120.4089,23.7728,雲林縣,二崙鄉中正路80號(二崙消防分隊),2016/1/1,1
C0K450,大埤,35,120.4315,23.6461,雲林縣,大埤鄉中山路8號(大埤鄉公所),2015/7/3,1
C0K460,斗南,60,120.4784,23.6787,雲林縣,斗南鎮延平路二段266號(斗南鎮停一立體停車場),2015/7/3,1
C0K470,林內,97,120.6096,23.7487,雲林縣,林內鄉中正路685號(林內消防分隊),2016/1/1,1
C0K480,莿桐,56,120.5024,23.7612,雲林縣,莿桐鄉和平路53號(莿桐鄉公所),2016/1/1,1
C0K490,古坑,91,120.5598,23.6543,雲林縣,古坑鄉中山路393號(古坑消防分隊),2015/7/3,1
C0K500,元長,12,120.315,23.6498,雲林縣,元長鄉長南村仁愛街2號(元長鄉公所),2015/7/3,1
C0K510,水林,10,120.246,23.5729,雲林縣,水林鄉水北村水林路12號(水林鄉公所),2015/7/3,1
C0K520,雲林東勢,10,120.1548,23.6744,雲林縣,東勢鄉東南村所前街3號(東勢鄉公所),2015/7/3,1
C0K530,臺西,12,120.1976,23.7015,雲林縣,台西鄉中山路110巷38號(臺西消防分隊),2015/7/3,1
C0K550,蔦松,15,120.2297,23.5143,雲林縣,水林鄉松中村蔦松路213號(蔦松國小),2016/1/1,1
C0K560,棋山,117,120.6034,23.6865,雲林縣,古坑鄉棋盤村棋山49號(棋山國小),2016/1/1,1
C0K580,高鐵雲林,26,120.4179,23.7375,雲林縣,虎尾鎮站前東路301號(高鐵雲林站外),2017/8/1,1
C0M410,馬頭山,245,120.582,23.3244,嘉義縣,大埔鄉永樂村1鄰內灣仔2號,1988/12/1,1
C0M520,東後寮,15,120.2481,23.3699,嘉義縣,義竹鄉東光村7號(台糖東後寮農場),2015/7/3,1
C0M530,奮起湖,1385,120.6993,23.4939,嘉義縣,竹崎鄉阿里山事業區148林班地(中興苗圃內),1993/3/1,1
C0M640,中埔,155,120.5229,23.4254,嘉義縣,中埔鄉中埔村128號(中埔鄉公所),2015/7/3,1
C0M650,朴子,20,120.239,23.4346,嘉義縣,朴子市竹村里36號(竹村國小),2015/7/3,1
C0M660,溪口,40,120.4036,23.6041,嘉義縣,溪口鄉中正東路103號(溪口國中學生活動中心),2015/7/3,1
C0M670,大林,43,120.4584,23.6006,嘉義縣,大林鎮新興街110號(大林地政事務所),2015/7/3,1
C0M680,太保,37,120.3315,23.4551,嘉義縣,太保市太保里31號(太保市圖書館),2015/7/3,1
C0M690,水上,33,120.3889,23.4197,嘉義縣,水上鄉三鎮村三鎮路119號(水上消防分隊),2015/7/3,1
C0M700,竹崎,150,120.5555,23.5262,嘉義縣,竹崎鄉竹崎村舊車站79號(竹崎消防分隊),2015/7/3,1
C0M710,東石,15,120.1539,23.4589,嘉義縣,東石鄉東石村3號(東石鄉公所),2015/7/3,1
C0M720,番路,225,120.5542,23.4647,嘉義縣,番路鄉下坑村蔡公店101號(番路鄉公所),2015/7/3,1
C0M730,嘉義市東區,40,120.4605,23.4577,嘉義市,親水路123?號(第五河川局水情中心),2015/7/3,1
C0M740,六腳,15,120.2906,23.4929,嘉義縣,六腳鄉蒜頭村73-2號(六腳消防分隊),2015/7/3,1
C0M750,布袋,10,120.1678,23.3809,嘉義縣,布袋鎮龍江里2-2號(布袋消防分隊),2015/7/3,1
C0M760,民雄,40,120.4285,23.5518,嘉義縣,民雄鄉文化路7號(民雄鄉公所),2015/7/3,1
C0M770,嘉義梅山,164,120.5556,23.5854,嘉義縣,梅山鄉中山路282號(梅山鄉公所),2015/7/3,1
C0M780,鹿草,30,120.3084,23.4113,嘉義縣,鹿草鄉西井村287號(鹿草鄉公所),2015/7/3,1
C0M790,新港,15,120.3457,23.5533,嘉義縣,新港鄉公園路28號(新港消防分隊),2015/7/3,1
C0M800,茶山,440,120.6648,23.2991,嘉義縣,阿里山鄉茶山路62號之1(茶山村衛生室),2016/1/1,1
C0M810,里佳,1354,120.7166,23.3891,嘉義縣,阿里山鄉里佳村,2016/1/1,1
C0M820,達邦,980,120.7495,23.454,嘉義縣,阿里山鄉達邦村21號(鄒族自然與文化中心),2016/1/1,1
C0M830,山美,540,120.6682,23.3838,嘉義縣,阿里山鄉山美村(原阿里山鄉農會山美辦事處),2016/1/1,1
C0M850,表湖,695,120.6417,23.2419,嘉義縣,大埔鄉溪頭段1地號,2018/2/14,1
C0O810,曾文,161,120.4973,23.2197,臺南市,楠西區曾文新村(曾文水庫管理局內),1988/12/1,1
C0O830,北寮,127,120.495,23.0796,臺南市,南化區北寮里48-4號,2013/4/18,1
C0O840,王爺宮,134,120.4009,23.2221,臺南市,六甲區王爺里24號（六甲國小湖東分校）,2013/12/1,1
C0O860,大內,38,120.3608,23.1189,臺南市,大內區74201大內里63號(大內國民小學),2013/8/1,1
C0O900,善化,9,120.2972,23.1129,臺南市,善化區益民寮60號(亞洲蔬菜研究發展中心內),1988/12/1,1
C0O930,玉井,69,120.4606,23.126,臺南市,玉井區台灣糖業公司玉井糖廠,1988/12/1,1
C0O950,安南,4,120.1449,23.0767,臺南市,安南區公學路6段589號(學東國民小學內),2013/8/1,1
C0O960,崎頂,112,120.3693,22.9595,臺南市,龍崎區中坑里5鄰13號,2013/4/18,1
C0O970,虎頭埤,71,120.3479,23.0214,臺南市,新化區口埤18號(新化分場),2013/8/1,1
C0O980,新市,18,120.2982,23.0616,臺南市,新市區永就里53號(番子寮農場),2013/8/1,1
C0O990,媽廟,18,120.2935,22.9918,臺南市,歸仁區中正北路3段60號(保西國民小學內),2013/12/1,1
C0R100,尾寮山,1006,120.6839,22.8331,屏東縣,三地門鄉口社檢查站車程約2小時(尾寮山瞭望台旁),1992/5/1,1
