gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
2984372534,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/64024917,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,kanehirai,VARIETY,Mitrastemon yamamotoi var. kanehirai (Yamam.) Makino,Mitrastemon yamamotoi kanehirai,,TW,,Taiwan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,23.837464,120.831277,30133,,,,,,44136.38025,1,11,2020,8021762,3941101,HUMAN_OBSERVATION,iNaturalist,Observations,64024917,,sandy-huiping,44137.33293,CC_BY_NC_4_0,sandy-huiping,sandy-huiping,,,45233.50017,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2980973753,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/63883829,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,kanehirai,VARIETY,Mitrastemon yamamotoi var. kanehirai (Yamam.) Makino,Mitrastemon yamamotoi kanehirai,,TW,,Taiwan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,23.8316,120.866296,30133,,,,,,44135.55556,31,10,2020,8021762,3941101,HUMAN_OBSERVATION,iNaturalist,Observations,63883829,,尹若宇,44135.59289,CC_BY_NC_4_0,尹若宇,尹若宇,,,45233.49963,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2963879572,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/63304503,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,kanehirai,VARIETY,Mitrastemon yamamotoi var. kanehirai (Yamam.) Makino,Mitrastemon yamamotoi kanehirai,,TW,,Taiwan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,23.860974,120.97997,30133,,,,,,44114.67986,10,10,2020,8021762,3941101,HUMAN_OBSERVATION,iNaturalist,Observations,63304503,,JODY HSIEH,44127.60659,CC_BY_4_0,Licheng Shih,Licheng Shih,,,45233.52604,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2901823125,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/63093498,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,kanehirai,VARIETY,Mitrastemon yamamotoi var. kanehirai (Yamam.) Makino,Mitrastemon yamamotoi kanehirai,,TW,,Taiwan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,23.961234,120.819905,30133,,,,,,44121.46736,17,10,2020,8021762,3941101,HUMAN_OBSERVATION,iNaturalist,Observations,63093498,,Cheng-Tao Lin,44124.62336,CC_BY_4_0,Cheng-Tao Lin,Cheng-Tao Lin,,,45233.5128,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2873889953,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/60938646,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,kanehirai,VARIETY,Mitrastemon yamamotoi var. kanehirai (Yamam.) Makino,Mitrastemon yamamotoi kanehirai,,TW,,Taiwan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,23.976996,120.836265,30133,,,,,,44100.49653,26,9,2020,8021762,3941101,HUMAN_OBSERVATION,iNaturalist,Observations,60938646,,尹若宇,44101.37966,CC_BY_NC_4_0,尹若宇,尹若宇,,,45233.51267,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2859467986,f3f03cbf-1a01-4739-ae15-c1355b8c2dbf,98121234-0A9E-432C-8802-E2C350D19860,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon yamamotoi (Makino) Makino,Mitrastemon yamamotoi,Makino,JP,"Tainoko-gawa R, vicinity of Senbiro-no-taki Waterfall.",Yakushima,PRESENT,,c1da06f0-580e-11dc-8a9e-b8a03c50a862,,,,,250,150,,,28399,,10,1977,3941101,3941101,PRESERVED_SPECIMEN,CM,Botany,CM251471,20128,,,CC0_1_0,Carnegie Museum of Natural History,"Boufford, D.E.; Mitsuta, S.",,,45232.32992,,COORDINATE_INVALID;RECORDED_DATE_INVALID;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2825661481,eb7681c5-5c9c-4e28-954f-f328991c7004,TAIF:PLANT:404173:1:1:518989,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon kanehirai Yamam.,Mitrastemon kanehirai Yamamoto,,JP,Mt. Nishime,Okinawa (沖繩縣),PRESENT,,898ba450-1627-11df-bd84-b8a03c50a862,,,,,,,,,41612,4,12,2013,3941144,3941101,PRESERVED_SPECIMEN,TAIF,PLANT,518989,26175,Pi-Fong Lu,,CC_BY_NC_4_0,TAIF,Pi-Fong Lu,,,45176.8329,,COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825655292,eb7681c5-5c9c-4e28-954f-f328991c7004,TAIF:PLANT:403927:1:1:518262,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon kawasasakii Hayata,Mitrastemon kawasasakii Hayata,,TW,Shuanglung,,PRESENT,,898ba450-1627-11df-bd84-b8a03c50a862,,,,,1000,0,,,39155,14,3,2007,5733704,3941101,PRESERVED_SPECIMEN,TAIF,PLANT,518262,13279,Pi-Fong Lu,,CC_BY_NC_4_0,TAIF,Pi-Fong Lu,,,45176.81945,,COUNTRY_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825622482,eb7681c5-5c9c-4e28-954f-f328991c7004,TAIF:PLANT:336449:1:1:449503,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon yamamotoi (Makino) Makino,Mitrastemon yamamotoi Makino,,JP,Mt. Nishime,Okinawa (沖繩縣),PRESENT,,898ba450-1627-11df-bd84-b8a03c50a862,26.800944,128.275917,,,369,0,,,41612,4,12,2013,3941101,3941101,PRESERVED_SPECIMEN,TAIF,PLANT,449503,5025,Chien-Fan Chen,,CC_BY_NC_4_0,TAIF,Chien-Fan Chen,,,45176.82947,,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2803106621,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/49695742,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,yamamotoi,VARIETY,Mitrastemon yamamotoi var. yamamotoi,Mitrastemon yamamotoi yamamotoi,,TW,,New Taipei,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,24.704973,121.431674,30047,,,,,,43888,27,2,2020,7448687,3941101,HUMAN_OBSERVATION,iNaturalist,Observations,49695742,,ihenglan,43997.35725,CC_BY_NC_4_0,ihenglan,ihenglan,,,45233.51239,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2597725121,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/41357954,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,yamamotoi,VARIETY,Mitrastemon yamamotoi var. yamamotoi,Mitrastemon yamamotoi yamamotoi,,TW,,Taiwan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,23.464656,120.841036,30175,,,,,,43925.14609,4,4,2020,7448687,3941101,HUMAN_OBSERVATION,iNaturalist,Observations,41357954,,Chen Shu,43925.53252,CC_BY_NC_4_0,smilltree,smilltree,,,45233.52482,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2574297713,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/38891852,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,yamamotoi,VARIETY,Mitrastemon yamamotoi var. yamamotoi,Mitrastemon yamamotoi yamamotoi,,TW,,Taiwan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,23.637979,120.9113,30154,,,,,,43879.54861,18,2,2020,7448687,3941101,HUMAN_OBSERVATION,iNaturalist,Observations,38891852,,mitrastemon,43881.60206,CC_BY_NC_4_0,mitrastemon,mitrastemon,,,45233.49758,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2574044554,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/38870000,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,yamamotoi,VARIETY,Mitrastemon yamamotoi var. yamamotoi,Mitrastemon yamamotoi yamamotoi,,TW,,Taiwan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,24.508348,121.271446,30069,,,,,,43877.42326,16,2,2020,7448687,3941101,HUMAN_OBSERVATION,iNaturalist,Observations,38870000,,JODY HSIEH,43881.15547,CC_BY_NC_4_0,daisychang,daisychang,,,45233.52445,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2572947065,e42c4be9-dc6d-466b-8df2-60ac8c47fadd,fdc4d647-9410-4b1d-a46b-3c40a8d5b438,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon yamamotoi (Makino) Makino,Mitrastemon yamamotoi,Makino,JP,"Kyushu: Kumano, ins. Tanegashima",,PRESENT,,fee1eb85-53bb-4edb-91cc-de55f11b3cee,30.605,130.991389,2530,,,,,,19664,,11,1953,3941101,3941101,PRESERVED_SPECIMEN,VT,,UVMVT185436,1482,,,CC_BY_4_0,University of Vermont,"Ohwi, J.; K. Okamoto",,,45234.61389,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2513961885,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.1666881,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon yamamotoi (Makino) Makino,Mitrastemon yamamotoi Makino,Makino,MY,Borneo; Mt. Kinabalu; Mesilau river.,Borneo,PRESENT,,396d5f30-dea9-11db-8ab4-b8a03c50a862,6.088333,116.540833,,,,,,,23447,11,3,1964,3941101,3941101,PRESERVED_SPECIMEN,,Botany,L.1666881,"Chew, W-L; Corner, EJH RSNB 5746 ",Hansen B,25709,CC0_1_0,Naturalis Biodiversity Center,Chew W-L; Corner EJH,,,45196.99737,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2513961583,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.1666884,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon yamamotoi (Makino) Makino,Mitrastemon yamamotoi Makino,Makino,PG,"Western Highlands; Kubor Range: Uinba, Nona-Minj Divide.",New Guinea,PRESENT,,396d5f30-dea9-11db-8ab4-b8a03c50a862,-6.083333,144.666667,,,,,,,23249,26,8,1963,3941101,3941101,PRESERVED_SPECIMEN,,Botany,L.1666884,"Vink, W  16402 ",,,CC0_1_0,Naturalis Biodiversity Center,Vink W,,,45196.99742,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2513961055,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.1666883,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon yamamotoi (Makino) Makino,Mitrastemon yamamotoi Makino,Makino,PG,"One mile W of Ikana, Eastern Highlands, T.N.G.",New Guinea,PRESENT,,396d5f30-dea9-11db-8ab4-b8a03c50a862,-6.366667,145.933333,,,,,,,23216,24,7,1963,3941101,3941101,PRESERVED_SPECIMEN,,Botany,L.1666883,"Hartley, TG  12100 ",,,CC0_1_0,Naturalis Biodiversity Center,Hartley TG,,,45196.99737,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2513960484,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.1666888,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon yamamotoi (Makino) Makino,Mitrastemon yamamotoi Makino,Makino,PG,"Kauli Creek, Wau",New Guinea,PRESENT,,396d5f30-dea9-11db-8ab4-b8a03c50a862,-7.333333,146.75,,,,,,,23097,27,3,1963,3941101,3941101,PRESERVED_SPECIMEN,,Botany,L.1666888,"Royen, P van NGF 15092 ",,,CC0_1_0,Naturalis Biodiversity Center,Royen P van,,,45196.99682,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2513960200,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.1666886,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon yamamotoi (Makino) Makino,Mitrastemon yamamotoi Makino,Makino,PG,"Morobe Province, track from Watut River to Mount Amungwiwa",New Guinea,PRESENT,,396d5f30-dea9-11db-8ab4-b8a03c50a862,-7.5,146.666667,,,,,,,27920,9,6,1976,3941101,3941101,PRESERVED_SPECIMEN,,Botany,L.1666886,"Royen, P van  11039 ",,,CC0_1_0,Naturalis Biodiversity Center,Royen P van,,,45196.9967,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2513959787,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.1666885,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon yamamotoi (Makino) Makino,Mitrastemon yamamotoi Makino,Makino,PG,"Morobe Prov: Wau-Salamaua Track, 12 km NE of Wau.",New Guinea,PRESENT,,396d5f30-dea9-11db-8ab4-b8a03c50a862,-7.316667,146.8,,,,,,,30165,2,8,1982,3941101,3941101,PRESERVED_SPECIMEN,,Botany,L.1666885,"Streimann, H  8486 ",,,CC0_1_0,Naturalis Biodiversity Center,Streimann H,,,45196.99737,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2513959256,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.1666882,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon yamamotoi (Makino) Makino,Mitrastemon yamamotoi Makino,Makino,MY,"Route to Bt. Lawi, Bario.",Borneo,PRESENT,,396d5f30-dea9-11db-8ab4-b8a03c50a862,3.866667,115.383333,,,,,,,31261,2,8,1985,3941101,3941101,PRESERVED_SPECIMEN,,Botany,L.1666882,"Awa, D; Lee Meng Hock, B S 50516 ",Unknown,33878,CC0_1_0,Naturalis Biodiversity Center,Awa D; Lee Meng Hock B,,,45196.9967,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2513958071,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.1666887,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon yamamotoi (Makino) Makino,Mitrastemon yamamotoi Makino,Makino,PG,"Mt. Baratun, Rabaraba Subdist., Milne Bay District.",New Guinea,PRESENT,,396d5f30-dea9-11db-8ab4-b8a03c50a862,,,,,,,,,26892,16,8,1973,3941101,3941101,PRESERVED_SPECIMEN,,Botany,L.1666887,"Cruttwell, NEG  1645 A",,,CC0_1_0,Naturalis Biodiversity Center,Cruttwell NEG,,,45196.9967,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2513299430,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L%20%200772012,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon yamamotoi (Makino) Makino,Mitrastemon yamamotoi Makino,Makino,PG,"Morobe Province, track from Watut River to Mount Amungwiwa",New Guinea,PRESENT,,396d5f30-dea9-11db-8ab4-b8a03c50a862,-7.5,146.666667,,,,,,,27920,9,6,1976,3941101,3941101,PRESERVED_SPECIMEN,,Botany,L  0772012,"Royen, P van  11039 ",,,CC0_1_0,Naturalis Biodiversity Center,Royen P van,,,45196.99757,,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2513284626,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L%20%200739382,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon yamamotoi (Makino) Makino,Mitrastemon yamamotoi Makino,Makino,PG,"Western Highlands; Kubor Range: Uinba, Nona-Minj Divide.",New Guinea,PRESENT,,396d5f30-dea9-11db-8ab4-b8a03c50a862,-6.083333,144.666667,,,,,,,23249,26,8,1963,3941101,3941101,PRESERVED_SPECIMEN,,Botany,L  0739382,"Vink, W  16402 ",,,CC0_1_0,Naturalis Biodiversity Center,Vink W,,,45196.99714,,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2513283880,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L%20%200739359,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon cochinchinensis Nakai,Mitrastemon cochinchinensis Nakai,Nakai,KH,,,PRESENT,,396d5f30-dea9-11db-8ab4-b8a03c50a862,,,,,,,,,12844,1,3,1935,3941145,3941101,PRESERVED_SPECIMEN,,Botany,L  0739359,Forest Officer  s.n. ,,,CC0_1_0,Naturalis Biodiversity Center,Forest Officer,HOLOTYPE,,45196.99714,,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2513239821,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L%20%200535827,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon yamamotoi (Makino) Makino,Mitrastemon yamamotoi Makino,Makino,PG,"Kauli Creek, Wau",New Guinea,PRESENT,,396d5f30-dea9-11db-8ab4-b8a03c50a862,-7.333333,146.75,,,,,,,23097,27,3,1963,3941101,3941101,PRESERVED_SPECIMEN,,Botany,L  0535827,"Royen, P van NGF 15092 ",,,CC0_1_0,Naturalis Biodiversity Center,Royen P van,,,45196.99755,,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2451578881,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/18326658,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,kanehirai,VARIETY,Mitrastemon yamamotoi var. kanehirai (Yamam.) Makino,Mitrastemon yamamotoi kanehirai,,TW,,Taiwan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,23.81988,120.944656,30133,,,,,,43415.5,11,11,2018,8021762,3941101,HUMAN_OBSERVATION,iNaturalist,Observations,18326658,,方伊琳(阿鈣),43415.56314,CC_BY_NC_4_0,方伊琳(阿鈣),方伊琳(阿鈣),,,45233.49686,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2451578878,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/18321631,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,kanehirai,VARIETY,Mitrastemon yamamotoi var. kanehirai (Yamam.) Makino,Mitrastemon yamamotoi kanehirai,,TW,,Taiwan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,23.800977,120.922325,30133,,,,,,43415.50723,11,11,2018,8021762,3941101,HUMAN_OBSERVATION,iNaturalist,Observations,18321631,,方伊琳(阿鈣),43415.19477,CC_BY_NC_4_0,方伊琳(阿鈣),方伊琳(阿鈣),,,45233.50961,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2445036110,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/34724306,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,kanehirai,VARIETY,Mitrastemon yamamotoi var. kanehirai (Yamam.) Makino,Mitrastemon yamamotoi kanehirai,,TW,,Taiwan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,23.887279,120.981993,30133,,,,,,43756.99575,18,10,2019,8021762,3941101,HUMAN_OBSERVATION,iNaturalist,Observations,34724306,,陳鴻文,43760.17515,CC_BY_NC_4_0,陳鴻文,陳鴻文,,,45233.49744,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2445014768,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/34635893,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,kanehirai,VARIETY,Mitrastemon yamamotoi var. kanehirai (Yamam.) Makino,Mitrastemon yamamotoi kanehirai,,TW,,New Taipei,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,24.865477,121.457165,30025,,,,,,43758.52569,20,10,2019,8021762,3941101,HUMAN_OBSERVATION,iNaturalist,Observations,34635893,,JODY HSIEH,43758.663,CC_BY_NC_4_0,JODY HSIEH,JODY HSIEH,,,45233.49732,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2429600984,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/34403004,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,kanehirai,VARIETY,Mitrastemon yamamotoi var. kanehirai (Yamam.) Makino,Mitrastemon yamamotoi kanehirai,,TW,,Taiwan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,23.908583,120.928576,30133,,,,,,43753.5875,15,10,2019,8021762,3941101,HUMAN_OBSERVATION,iNaturalist,Observations,34403004,,尹若宇,43753.4834,CC_BY_NC_4_0,尹若宇,尹若宇,,,45233.5243,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2429384233,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/33889507,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,kanehirai,VARIETY,Mitrastemon yamamotoi var. kanehirai (Yamam.) Makino,Mitrastemon yamamotoi kanehirai,,TW,,Taiwan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,23.981735,120.825833,30133,,,,,,43743.35356,5,10,2019,8021762,3941101,HUMAN_OBSERVATION,iNaturalist,Observations,33889507,,鵂鶹永滄,43743.59194,CC_BY_NC_4_0,鵂鶹永滄,鵂鶹永滄,,,45233.51103,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2429381607,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/33875251,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,kanehirai,VARIETY,Mitrastemon yamamotoi var. kanehirai (Yamam.) Makino,Mitrastemon yamamotoi kanehirai,,TW,,Taiwan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,23.975391,120.851987,30133,,,,,,43743.47731,5,10,2019,8021762,3941101,HUMAN_OBSERVATION,iNaturalist,Observations,33875251,,yinglinlee,43743.15972,CC_BY_NC_4_0,yinglinlee,yinglinlee,,,45233.49736,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2426945758,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3cfac2d60-092e-4fe9-9fa7-938f1163c66f,Plantae,Tracheophyta,Magnoliopsida,Ericales,Mitrastemonaceae,Mitrastemon,Mitrastemon yamamotoi,,SPECIES,Mitrastemon yamamotoi (Makino) Makino,Mitrastemon yamamotoi,Makino,JP,"Kyushu: Kumano, ins. Tanegashima -> the larges of the Osumi Islands.",,PRESENT,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,,,,,,,,,19664,,11,1953,3941101,3941101,PRESERVED_SPECIMEN,US,US,US 2315655,1482,,,CC0_1_0,,J. Ohwi & K. Okamoto,,,45232.82658,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
