Y,Lat,Long,N,Change
1850,17.5,72.5,1,-2.19
1850,2.5,-52.5,1,0.98
1850,27.5,87.5,1,-1.45
1850,32.5,122.5,1,-0.57
1850,32.5,127.5,1,-1.48
1850,37.5,117.5,1,-0.85
1850,37.5,12.5,1,-3.52
1850,37.5,-7.5,2,-2.35
1850,37.5,-77.5,2,1.84
1850,42.5,12.5,2,-4.16
1850,-42.5,147.5,1,-0.97
1850,42.5,2.5,2,-2.56
1850,42.5,27.5,1,-2.4
1850,42.5,32.5,2,-3.48
1850,42.5,42.5,1,-0.88
1850,42.5,47.5,1,-4
1850,42.5,52.5,1,-5.75
1850,42.5,-67.5,1,0.86
1850,42.5,-72.5,4,0.59
1850,42.5,-7.5,1,0.64
1850,42.5,7.5,3,-4
1850,42.5,-77.5,3,2.67
1850,42.5,-92.5,1,1.66
1850,47.5,-122.5,1,-1.63
1850,47.5,12.5,17,-4.36
1850,47.5,17.5,8,-5.73
1850,47.5,22.5,1,-7.83
1850,47.5,2.5,3,-4.25
1850,47.5,27.5,1,-6.85
1850,47.5,32.5,4,-5.48
1850,47.5,42.5,1,-7.85
1850,47.5,47.5,1,-7.08
1850,47.5,7.5,18,-4.99
1850,52.5,117.5,1,-4.84
1850,52.5,12.5,14,-7.74
1850,52.5,17.5,4,-7.87
1850,52.5,22.5,3,-9.5
1850,52.5,2.5,1,-5.29
1850,52.5,-2.5,6,-3.48
1850,52.5,27.5,1,-9.35
1850,52.5,37.5,1,-11.12
1850,52.5,42.5,1,-8.99
1850,52.5,52.5,1,-9.42
1850,52.5,57.5,1,-9.22
1850,52.5,-7.5,2,-2.39
1850,52.5,7.5,7,-6.8
1850,52.5,82.5,1,-9.97
1850,57.5,12.5,2,-5.9
1850,57.5,-137.5,1,-7.56
1850,57.5,22.5,3,-9.97
1850,57.5,-2.5,2,-3.16
1850,57.5,27.5,1,-9.86
1850,57.5,32.5,2,-8.03
1850,57.5,37.5,1,-9.91
1850,57.5,42.5,1,-9.99
1850,57.5,47.5,2,-9.07
1850,57.5,57.5,2,-11.31
1850,57.5,62.5,2,-10.15
1850,57.5,67.5,1,-10.86
1850,57.5,82.5,1,-8.75
1850,62.5,12.5,1,-6.51
1850,62.5,127.5,1,-2.96
1850,62.5,22.5,1,-9.8
1850,62.5,42.5,1,-5.55
1850,62.5,52.5,1,-5.93
1850,62.5,7.5,1,-3.96
1850,67.5,-22.5,1,-0.19
1850,72.5,32.5,1,-3.17
1850,7.5,-12.5,1,-1.16
1850,7.5,-57.5,1,-1.77
1851,17.5,72.5,1,-2.29
1851,22.5,-82.5,2,1.9
1851,2.5,-52.5,1,1.18
1851,27.5,87.5,1,-2.15
1851,32.5,122.5,1,1.13
1851,32.5,127.5,1,-0.48
1851,37.5,117.5,1,-0.15
1851,37.5,-122.5,1,-0.06
1851,37.5,12.5,1,-1.22
1851,37.5,-7.5,2,-1.51
1851,37.5,-77.5,2,1.44
1851,42.5,12.5,2,0.08
1851,-42.5,147.5,1,-0.07
1851,42.5,2.5,2,0.44
1851,42.5,27.5,1,-1.1
1851,42.5,32.5,2,-1.83
1851,42.5,42.5,1,-0.98
1851,42.5,47.5,1,-3.3
1851,42.5,52.5,1,-5.15
1851,42.5,-67.5,1,-0.44
1851,42.5,-72.5,4,-0.14
1851,42.5,-7.5,1,1.84
1851,42.5,7.5,3,-0.13
1851,42.5,-77.5,3,1.31
1851,42.5,-92.5,2,2.52
1851,47.5,-122.5,1,0.57
1851,47.5,12.5,22,0.46
1851,47.5,17.5,8,-1.39
1851,47.5,22.5,2,-1.91
1851,47.5,-2.5,2,1.01
1851,47.5,2.5,6,0.38
1851,47.5,27.5,1,-1.75
1851,47.5,32.5,4,-2.88
1851,47.5,42.5,1,-2.85
1851,47.5,47.5,1,-3.48
1851,47.5,7.5,19,-0.16
1851,52.5,117.5,1,-2.54
1851,52.5,12.5,19,-0.2
1851,52.5,17.5,3,-0.76
1851,52.5,22.5,3,-1.93
1851,52.5,2.5,1,1.65
1851,52.5,-2.5,7,1.2
1851,52.5,27.5,1,-2.65
1851,52.5,37.5,1,-4.92
1851,52.5,42.5,1,-4.09
1851,52.5,52.5,1,-7.72
1851,52.5,57.5,1,-1.82
1851,52.5,-7.5,3,0.44
1851,52.5,7.5,8,0.49
1851,52.5,82.5,1,-3.86
1851,57.5,12.5,2,0.3
1851,57.5,-137.5,1,-3.06
1851,57.5,22.5,4,-1.44
1851,57.5,-2.5,2,0.69
1851,57.5,27.5,1,-0.96
1851,57.5,32.5,2,-0.12
1851,57.5,37.5,1,-3.41
1851,57.5,42.5,1,-3.29
1851,57.5,47.5,2,-1.32
1851,57.5,57.5,2,-0.96
1851,57.5,62.5,2,-1.8
1851,57.5,67.5,1,0.54
1851,57.5,82.5,1,-0.55
1851,62.5,12.5,1,-0.11
1851,62.5,127.5,1,-3.16
1851,62.5,22.5,1,-0.8
1851,62.5,42.5,1,3.45
1851,62.5,52.5,1,-0.53
1851,62.5,7.5,1,1.54
1851,67.5,-22.5,1,2.11
1851,72.5,32.5,1,0.73
1851,7.5,-12.5,1,-1.06
1851,7.5,-57.5,1,-1.27
1852,12.5,82.5,1,0.22
1852,22.5,-82.5,2,-5.15
1852,2.5,-52.5,1,0.98
1852,27.5,-82.5,1,-4.15
1852,27.5,87.5,1,-1.45
1852,32.5,-107.5,1,-2.65
1852,32.5,122.5,1,-0.57
1852,32.5,127.5,1,-1.78
1852,37.5,117.5,1,-1.75
1852,37.5,-122.5,1,0.74
1852,37.5,12.5,1,-0.82
1852,37.5,-2.5,2,-0.61
1852,37.5,-7.5,2,-0.39
1852,37.5,-77.5,2,-3.86
1852,42.5,12.5,2,-1.13
1852,-42.5,147.5,1,-0.87
1852,42.5,2.5,2,-0.21
1852,42.5,27.5,1,0.4
1852,42.5,32.5,2,-0.13
1852,42.5,42.5,1,-2.28
1852,42.5,47.5,1,-2.3
1852,42.5,52.5,1,-2.35
1852,42.5,-67.5,1,-0.04
1852,42.5,-72.5,5,-3.63
1852,42.5,-7.5,1,2.74
1852,42.5,7.5,3,-0.43
1852,42.5,-77.5,5,-3.12
1852,42.5,-82.5,1,-0.22
1852,42.5,-87.5,1,0.38
1852,42.5,-92.5,2,1.16
1852,47.5,-122.5,1,0.87
1852,47.5,12.5,22,-0.07
1852,47.5,17.5,8,1.05
1852,47.5,22.5,2,1.89
1852,47.5,-2.5,2,0.66
1852,47.5,2.5,6,0.9
1852,47.5,27.5,1,1.65
1852,47.5,32.5,4,1.04
1852,47.5,42.5,1,-2.05
1852,47.5,47.5,1,-0.88
1852,47.5,7.5,19,0.47
1852,52.5,117.5,1,-5.74
1852,52.5,12.5,18,1.73
1852,52.5,17.5,2,2.73
1852,52.5,22.5,3,2.07
1852,52.5,2.5,1,1.88
1852,52.5,-2.5,7,0.72
1852,52.5,27.5,1,0.35
1852,52.5,37.5,1,-1.82
1852,52.5,42.5,1,-1.78
1852,52.5,52.5,1,-6.32
1852,52.5,57.5,1,-3.92
1852,52.5,-7.5,3,0.06
1852,52.5,7.5,7,1.43
1852,52.5,82.5,1,-3.07
1852,57.5,12.5,2,1.05
1852,57.5,-137.5,1,2.44
1852,57.5,22.5,4,-0.51
1852,57.5,-2.5,2,-0.16
1852,57.5,27.5,1,-2.05
1852,57.5,32.5,2,-1.13
1852,57.5,37.5,1,-2.71
1852,57.5,42.5,1,-3.19
1852,57.5,47.5,1,-0.89
1852,57.5,57.5,2,-4.96
1852,57.5,62.5,2,-2.05
1852,57.5,67.5,1,-1.66
1852,57.5,82.5,1,-0.15
1852,62.5,12.5,1,-0.41
1852,62.5,127.5,1,3.54
1852,62.5,22.5,1,-0.6
1852,62.5,42.5,1,-2.35
1852,62.5,52.5,1,-1.63
1852,62.5,7.5,1,1.14
1852,67.5,-22.5,1,-0.59
1852,72.5,32.5,1,-4.87
1852,7.5,-57.5,1,-1.07
1853,12.5,82.5,1,1.42
1853,22.5,112.5,1,-1.29
1853,22.5,-82.5,2,-1.35
1853,27.5,-82.5,1,-1.25
1853,27.5,87.5,1,-4.45
1853,32.5,-107.5,1,-1.55
1853,32.5,122.5,1,-1.47
1853,37.5,117.5,1,-1.75
1853,37.5,-122.5,2,-0.29
1853,37.5,12.5,1,0.58
1853,37.5,-2.5,1,0.81
1853,37.5,-7.5,3,0.3
1853,37.5,-77.5,2,-0.11
1853,42.5,12.5,1,-1.26
1853,-42.5,147.5,1,-1.57
1853,42.5,2.5,2,0.89
1853,42.5,27.5,1,2.8
1853,42.5,32.5,2,1.47
1853,42.5,42.5,1,-1.08
1853,42.5,47.5,1,-1.7
1853,42.5,52.5,1,0.05
1853,42.5,-62.5,1,1.44
1853,42.5,-67.5,1,2.86
1853,42.5,-72.5,5,0.05
1853,42.5,-7.5,1,2.74
1853,42.5,7.5,3,0.84
1853,42.5,-77.5,3,0.37
1853,42.5,-82.5,1,3.68
1853,42.5,-87.5,1,4.98
1853,42.5,-92.5,2,3.16
1853,47.5,-122.5,1,-1.83
1853,47.5,12.5,21,0.94
1853,47.5,17.5,9,1.47
1853,47.5,22.5,3,2.69
1853,47.5,-2.5,2,2.11
1853,47.5,2.5,6,2.15
1853,47.5,27.5,1,2.45
1853,47.5,32.5,4,2.07
1853,47.5,42.5,1,1.05
1853,47.5,47.5,1,1.62
1853,47.5,-52.5,1,-0.49
1853,47.5,7.5,19,1.3
1853,52.5,117.5,1,-5.84
1853,52.5,12.5,18,1.31
1853,52.5,17.5,3,1.42
1853,52.5,22.5,3,1.37
1853,52.5,2.5,1,2.38
1853,52.5,-2.5,6,0.86
1853,52.5,27.5,1,1.95
1853,52.5,42.5,1,-0.19
1853,52.5,52.5,1,-2.92
1853,52.5,57.5,1,-2.12
1853,52.5,-7.5,2,-0.18
1853,52.5,7.5,8,1.86
1853,52.5,82.5,1,-9.37
1853,57.5,12.5,2,1.6
1853,57.5,-137.5,1,-1.16
1853,57.5,22.5,4,0.51
1853,57.5,-2.5,2,-0.66
1853,57.5,27.5,1,1.34
1853,57.5,32.5,2,1.79
1853,57.5,37.5,1,-1.8
1853,57.5,42.5,1,-0.48
1853,57.5,47.5,2,0.03
1853,57.5,57.5,2,-3.01
1853,57.5,62.5,2,-3.85
1853,57.5,67.5,1,-4.46
1853,57.5,82.5,1,-7.45
1853,62.5,12.5,1,-1.41
1853,62.5,127.5,1,-1.86
1853,62.5,22.5,1,1.5
1853,62.5,42.5,1,5.15
1853,62.5,52.5,1,3.57
1853,62.5,7.5,1,0.34
1853,67.5,-22.5,1,-4
1853,72.5,32.5,1,2.73
1853,7.5,-57.5,1,-0.97
1853,7.5,77.5,1,0.06
1854,12.5,82.5,1,-0.48
1854,22.5,112.5,1,0.71
1854,27.5,-82.5,1,3.05
1854,27.5,87.5,1,0.55
1854,32.5,-107.5,1,2.25
1854,32.5,122.5,1,2.23
1854,32.5,127.5,1,-0.98
1854,32.5,-87.5,1,0.22
1854,37.5,117.5,1,-1.05
1854,37.5,-122.5,2,-1.39
1854,37.5,12.5,1,0.35
1854,37.5,-2.5,1,-0.59
1854,37.5,-7.5,3,-1.23
1854,37.5,-77.5,2,-0.26
1854,37.5,-87.5,1,4.38
1854,42.5,12.5,1,-2.71
1854,-42.5,147.5,1,1.13
1854,42.5,2.5,2,-0.06
1854,42.5,-2.5,2,-0.81
1854,42.5,32.5,2,-1.13
1854,42.5,42.5,1,-1.08
1854,42.5,47.5,1,-3.2
1854,42.5,52.5,1,-3.35
1854,42.5,-72.5,7,-0.74
1854,42.5,7.5,3,-0.53
1854,42.5,-77.5,5,-0.34
1854,42.5,-82.5,3,0.17
1854,42.5,-87.5,1,-2.02
1854,42.5,-92.5,2,-3.59
1854,47.5,12.5,24,-1.46
1854,47.5,17.5,9,-0.81
1854,47.5,22.5,3,1.46
1854,47.5,-2.5,2,-0.04
1854,47.5,2.5,5,-0.77
1854,47.5,27.5,1,-0.75
1854,47.5,32.5,3,-3.59
1854,47.5,42.5,1,-5.95
1854,47.5,47.5,1,-4.08
1854,47.5,-52.5,1,-1.49
1854,47.5,-72.5,1,-1.25
1854,47.5,7.5,19,-1.39
1854,52.5,117.5,1,-3.94
1854,52.5,12.5,19,-1.62
1854,52.5,17.5,3,-1.61
1854,52.5,22.5,3,-1.86
1854,52.5,2.5,1,-0.02
1854,52.5,-2.5,6,-0.73
1854,52.5,27.5,1,-3.65
1854,52.5,32.5,1,-4.46
1854,52.5,42.5,1,-7.29
1854,52.5,52.5,1,-6.22
1854,52.5,57.5,1,-8.22
1854,52.5,-7.5,2,-0.77
1854,52.5,7.5,8,-0.97
1854,52.5,82.5,1,-4.97
1854,57.5,12.5,2,-2.45
1854,57.5,-137.5,1,-4.16
1854,57.5,22.5,4,-5.09
1854,57.5,-2.5,2,-1.81
1854,57.5,27.5,2,-5.93
1854,57.5,32.5,1,-5.66
1854,57.5,37.5,1,-7.41
1854,57.5,42.5,1,-8.09
1854,57.5,47.5,2,-6.42
1854,57.5,57.5,1,-8.38
1854,57.5,62.5,2,-7.7
1854,57.5,67.5,1,-8.46
1854,57.5,82.5,1,-6.35
1854,62.5,12.5,1,-4.61
1854,62.5,127.5,1,-3.56
1854,62.5,22.5,1,-4.4
1854,62.5,42.5,1,-2.35
1854,62.5,52.5,1,-4.52
1854,62.5,7.5,1,-1.36
1854,67.5,-22.5,1,-0.29
1854,72.5,32.5,1,0.33
1854,7.5,-57.5,1,-1.67
1854,7.5,77.5,1,-0.59
1855,12.5,82.5,1,0.62
1855,22.5,112.5,1,-1.09
1855,22.5,-82.5,2,-1.75
1855,27.5,-82.5,1,0.85
1855,32.5,-107.5,1,3.15
1855,32.5,122.5,1,-3.07
1855,32.5,127.5,1,-3.48
1855,32.5,-87.5,2,2.54
1855,37.5,117.5,1,-1.85
1855,37.5,-122.5,1,-1.12
1855,37.5,12.5,1,-1.52
1855,37.5,-7.5,3,-1.53
1855,37.5,-77.5,3,0.16
1855,37.5,-87.5,1,1.98
1855,42.5,12.5,1,-4.59
1855,42.5,-2.5,2,-2.56
1855,42.5,2.5,2,-3.41
1855,42.5,27.5,1,-1.5
1855,42.5,32.5,1,-2.33
1855,42.5,42.5,1,-1.38
1855,42.5,47.5,1,-1.8
1855,42.5,52.5,1,0.45
1855,42.5,-72.5,7,1.84
1855,42.5,7.5,3,-3.86
1855,42.5,-77.5,4,1.46
1855,42.5,-82.5,3,2.17
1855,42.5,-87.5,1,2.18
1855,42.5,-92.5,2,3.26
1855,47.5,-122.5,1,0.57
1855,47.5,12.5,23,-4.32
1855,47.5,17.5,9,-2.74
1855,47.5,22.5,3,-1.68
1855,47.5,-2.5,2,-4.04
1855,47.5,2.5,5,-4.25
1855,47.5,27.5,1,-2.44
1855,47.5,32.5,2,-2.64
1855,47.5,42.5,2,-0.72
1855,47.5,47.5,1,1.32
1855,47.5,-52.5,1,3.11
1855,47.5,7.5,19,-4.47
1855,52.5,117.5,1,3.26
1855,52.5,12.5,18,-3.75
1855,52.5,142.5,1,7.82
1855,52.5,17.5,3,-3.31
1855,52.5,22.5,3,-4.73
1855,52.5,2.5,1,-3.6
1855,52.5,-2.5,7,-2.36
1855,52.5,27.5,1,-5.65
1855,52.5,32.5,1,-6.36
1855,52.5,42.5,1,-1.78
1855,52.5,47.5,1,-2.27
1855,52.5,52.5,1,-0.95
1855,52.5,57.5,1,-0.22
1855,52.5,-7.5,2,-2.57
1855,52.5,7.5,8,-4.41
1855,52.5,82.5,1,-6.37
1855,57.5,12.5,2,-2.95
1855,57.5,22.5,4,-3.44
1855,57.5,-2.5,2,-1.16
1855,57.5,27.5,2,-2.78
1855,57.5,32.5,1,-2.26
1855,57.5,37.5,1,-2.11
1855,57.5,42.5,1,-0.19
1855,57.5,47.5,2,0.13
1855,57.5,57.5,1,0.72
1855,57.5,62.5,2,-0.6
1855,57.5,67.5,1,0.74
1855,62.5,12.5,1,-3.61
1855,62.5,127.5,1,1.94
1855,62.5,22.5,1,-2.8
1855,62.5,42.5,1,-0.05
1855,62.5,52.5,1,1.97
1855,62.5,7.5,1,-2.96
1855,67.5,-22.5,1,-0.98
1855,72.5,32.5,1,-1.07
1855,7.5,-57.5,1,-0.27
1855,7.5,77.5,1,-0.84
1856,12.5,82.5,1,0.82
1856,22.5,112.5,1,-1.99
1856,22.5,-82.5,2,-1.6
1856,27.5,-82.5,1,-1.75
1856,32.5,-107.5,1,-0.65
1856,32.5,122.5,1,-3.67
1856,-32.5,-57.5,1,-0.58
1856,32.5,-87.5,1,-5.53
1856,37.5,-122.5,1,1.28
1856,37.5,12.5,1,1.98
1856,-37.5,142.5,1,-0.5
1856,37.5,-2.5,1,1.81
1856,37.5,-7.5,4,0.45
1856,37.5,-77.5,4,-5.94
1856,37.5,-87.5,1,-5.92
1856,42.5,12.5,1,0.34
1856,-42.5,147.5,1,0.93
1856,42.5,-2.5,2,1.4
1856,42.5,2.5,3,1.72
1856,42.5,32.5,1,1.97
1856,42.5,42.5,1,-0.78
1856,42.5,47.5,1,-1.7
1856,42.5,52.5,1,0.65
1856,42.5,-72.5,6,-5.2
1856,42.5,7.5,3,0.8
1856,42.5,-77.5,7,-3.77
1856,42.5,-82.5,3,-4.27
1856,42.5,-87.5,2,-4.28
1856,42.5,-92.5,2,-3.59
1856,47.5,-122.5,1,-1.83
1856,47.5,12.5,26,0.44
1856,47.5,17.5,10,0.01
1856,47.5,22.5,3,1.56
1856,47.5,-2.5,2,0.96
1856,47.5,2.5,6,0.94
1856,47.5,27.5,1,1.65
1856,47.5,32.5,3,2.38
1856,47.5,42.5,1,2.9
1856,47.5,47.5,1,2.22
1856,47.5,-52.5,1,-2.49
1856,47.5,7.5,19,-0.07
1856,47.5,-97.5,1,6.52
1856,52.5,117.5,1,-1.94
1856,52.5,12.5,19,-0.93
1856,52.5,142.5,1,0.21
1856,52.5,17.5,3,0.12
1856,52.5,22.5,3,0.97
1856,52.5,2.5,1,1.08
1856,52.5,-2.5,7,-0.61
1856,52.5,27.5,1,2.25
1856,52.5,32.5,1,2.34
1856,52.5,42.5,1,3.61
1856,52.5,47.5,1,1.13
1856,52.5,52.5,2,-1.38
1856,52.5,57.5,1,1.58
1856,52.5,-7.5,3,-1.15
1856,52.5,7.5,9,-0.05
1856,52.5,82.5,1,0.93
1856,57.5,12.5,2,-1.65
1856,57.5,-137.5,1,1.34
1856,57.5,22.5,4,-0.69
1856,57.5,-2.5,3,-1.48
1856,57.5,27.5,2,-0.33
1856,57.5,32.5,1,-0.32
1856,57.5,37.5,1,1.79
1856,57.5,42.5,1,2.11
1856,57.5,47.5,2,2.03
1856,57.5,57.5,1,3.22
1856,57.5,62.5,2,2.35
1856,57.5,67.5,1,2.44
1856,57.5,82.5,1,3.75
1856,62.5,12.5,1,-1.41
1856,62.5,22.5,1,-1.9
1856,62.5,42.5,1,-1.25
1856,62.5,52.5,1,2.37
1856,62.5,7.5,1,-1.46
1856,67.5,-22.5,1,-5
1856,72.5,32.5,1,-5.27
1856,7.5,-57.5,1,-0.87
1856,7.5,77.5,1,-1.09
1857,12.5,82.5,1,-0.48
1857,22.5,112.5,1,-0.79
1857,22.5,-82.5,2,-2.65
1857,27.5,-82.5,1,-2.65
1857,27.5,-97.5,1,-1.07
1857,32.5,-107.5,1,1.25
1857,32.5,122.5,1,-0.37
1857,-32.5,-57.5,1,-1.58
1857,32.5,-87.5,2,-3.49
1857,37.5,-122.5,2,1.41
1857,37.5,12.5,1,-0.62
1857,-37.5,142.5,1,-1.31
1857,37.5,-2.5,2,-2.37
1857,37.5,27.5,1,1.66
1857,37.5,-7.5,3,-3.4
1857,37.5,-77.5,4,-6.14
1857,37.5,-87.5,1,-6.51
1857,42.5,12.5,1,-3.12
1857,-42.5,147.5,1,-0.47
1857,42.5,-2.5,2,-2.59
1857,42.5,2.5,3,-2.48
1857,42.5,27.5,2,0.4
1857,42.5,32.5,1,3.37
1857,42.5,42.5,1,1.72
1857,42.5,47.5,1,1.1
1857,42.5,52.5,1,0.55
1857,42.5,-72.5,7,-6.26
1857,42.5,7.5,3,-2.97
1857,42.5,-77.5,4,-5.66
1857,42.5,-82.5,3,-5.63
1857,42.5,-87.5,3,-6.06
1857,42.5,-92.5,2,-7.99
1857,47.5,-122.5,1,-3.63
1857,47.5,12.5,25,-2.5
1857,47.5,17.5,10,-1.43
1857,47.5,22.5,3,1.42
1857,47.5,-2.5,2,-1.34
1857,47.5,2.5,7,-1.82
1857,47.5,27.5,1,0.25
1857,47.5,32.5,3,1.48
1857,47.5,42.5,1,5.8
1857,47.5,47.5,1,2.92
1857,47.5,-52.5,1,2.41
1857,47.5,7.5,19,-2.37
1857,47.5,-97.5,1,4.82
1857,52.5,117.5,1,-5.64
1857,52.5,12.5,20,-3.12
1857,52.5,142.5,1,-2.69
1857,52.5,17.5,3,-1.78
1857,52.5,22.5,3,-1.1
1857,52.5,2.5,1,-1.62
1857,52.5,-2.5,7,-1.88
1857,52.5,27.5,1,0.05
1857,52.5,32.5,1,0.64
1857,52.5,47.5,1,-0.17
1857,52.5,52.5,1,0.75
1857,52.5,57.5,1,1.58
1857,52.5,7.5,10,-2.47
1857,52.5,-7.5,3,-1.41
1857,52.5,82.5,1,-0.86
1857,57.5,12.5,2,-3.5
1857,57.5,-137.5,1,-3.46
1857,57.5,22.5,4,-3.24
1857,57.5,-2.5,4,-1.01
1857,57.5,27.5,2,-3.78
1857,57.5,32.5,1,-2.88
1857,57.5,42.5,1,0.21
1857,57.5,47.5,2,-0.07
1857,57.5,57.5,1,0.22
1857,57.5,62.5,2,1.55
1857,57.5,67.5,1,1.04
1857,57.5,82.5,1,1.95
1857,62.5,12.5,1,-5.61
1857,62.5,22.5,1,-4.79
1857,62.5,42.5,1,-2.15
1857,62.5,52.5,1,1.57
1857,62.5,7.5,1,-2.76
1857,67.5,-22.5,1,-3.38
1857,72.5,32.5,1,-2.87
1858,12.5,102.5,1,-1.01
1858,22.5,112.5,1,-0.54
1858,22.5,-82.5,2,1.65
1858,27.5,-82.5,1,3.75
1858,32.5,-107.5,1,-2.55
1858,32.5,122.5,1,0.23
1858,-32.5,147.5,1,1.4
1858,-32.5,152.5,2,0.87
1858,-32.5,-57.5,1,1.02
1858,32.5,-87.5,3,3.93
1858,37.5,-122.5,2,-0.24
1858,37.5,12.5,1,1.55
1858,-37.5,142.5,1,1.85
1858,37.5,22.5,1,-5.41
1858,37.5,-2.5,2,-2.47
1858,37.5,27.5,1,-6.04
1858,37.5,-7.5,4,-2.28
1858,37.5,-77.5,3,3.12
1858,37.5,-87.5,1,4.38
1858,37.5,-97.5,2,6.19
1858,42.5,12.5,1,-6.61
1858,-42.5,147.5,1,1.73
1858,42.5,-2.5,2,-3.34
1858,42.5,2.5,3,-4.64
1858,42.5,27.5,2,-5.55
1858,42.5,32.5,1,-5.23
1858,42.5,42.5,1,-4.98
1858,42.5,47.5,1,-3.2
1858,42.5,52.5,1,-5.95
1858,42.5,-72.5,6,2.36
1858,42.5,7.5,3,-4.37
1858,42.5,-77.5,5,3.24
1858,42.5,-82.5,2,6.07
1858,42.5,-87.5,3,6.41
1858,42.5,-92.5,2,6.86
1858,47.5,-122.5,2,-0.41
1858,47.5,12.5,25,-4.99
1858,47.5,17.5,10,-4.4
1858,47.5,22.5,2,-6.85
1858,47.5,-2.5,2,-4.09
1858,47.5,2.5,7,-4.31
1858,47.5,27.5,1,-4.75
1858,47.5,32.5,3,-6.19
1858,47.5,42.5,1,-5.49
1858,47.5,47.5,1,-5.38
1858,47.5,-52.5,1,-1.09
1858,47.5,7.5,19,-4.75
1858,47.5,-97.5,1,13.52
1858,52.5,102.5,1,2.39
1858,52.5,117.5,1,-0.74
1858,52.5,12.5,20,-2.85
1858,52.5,142.5,1,-4.68
1858,52.5,17.5,3,-2.41
1858,52.5,22.5,3,-2.56
1858,52.5,2.5,1,-1.88
1858,52.5,-2.5,7,-0.86
1858,52.5,27.5,1,-2.15
1858,52.5,32.5,1,-3.36
1858,52.5,42.5,1,-5.69
1858,52.5,52.5,1,-2.35
1858,52.5,57.5,1,-2.12
1858,52.5,7.5,10,-2.5
1858,52.5,-7.5,3,0.61
1858,52.5,82.5,1,-0.57
1858,57.5,12.5,2,0.8
1858,57.5,-137.5,1,-3.76
1858,57.5,22.5,4,-0.39
1858,57.5,-2.5,4,0.84
1858,57.5,27.5,1,0.44
1858,57.5,32.5,1,0.51
1858,57.5,42.5,1,-2.79
1858,57.5,47.5,2,-1.42
1858,57.5,57.5,1,-1.38
1858,57.5,62.5,2,0.5
1858,57.5,67.5,1,1.74
1858,62.5,12.5,1,1.29
1858,62.5,22.5,1,1.1
1858,62.5,42.5,1,3.15
1858,62.5,52.5,1,2.37
1858,62.5,7.5,1,1.24
1858,67.5,-22.5,1,-0.4
1858,72.5,32.5,1,2.53
1858,7.5,77.5,1,-0.84
1859,12.5,102.5,1,-2.11
1859,17.5,-12.5,1,-2.84
1859,22.5,112.5,1,-0.99
1859,27.5,-97.5,1,-0.87
1859,32.5,-107.5,1,-5.25
1859,32.5,122.5,1,-0.57
1859,-32.5,147.5,2,-1.71
1859,-32.5,152.5,4,-1.62
1859,-32.5,-57.5,1,-3.78
1859,32.5,-87.5,3,0.57
1859,32.5,-92.5,1,-0.12
1859,37.5,-122.5,2,-0.24
1859,37.5,12.5,1,-0.45
1859,-37.5,142.5,2,-1.54
1859,37.5,22.5,1,-4.61
1859,37.5,-2.5,1,-2.19
1859,37.5,27.5,1,-5.34
1859,37.5,-7.5,4,-1.97
1859,37.5,-77.5,3,0.36
1859,37.5,-82.5,1,0.21
1859,37.5,-87.5,1,0.28
1859,37.5,-97.5,2,3.34
1859,42.5,12.5,1,-2.6
1859,42.5,17.5,1,-2.28
1859,42.5,-2.5,2,-2.06
1859,42.5,2.5,3,-2.24
1859,42.5,27.5,2,-1.3
1859,42.5,32.5,1,-2.73
1859,42.5,42.5,1,-3.78
1859,42.5,47.5,1,-4.1
1859,42.5,52.5,1,-4.55
1859,42.5,-62.5,1,-2.16
1859,42.5,-72.5,7,-0.38
1859,42.5,7.5,3,-1.57
1859,42.5,-77.5,4,1.25
1859,42.5,-82.5,1,2.68
1859,42.5,-87.5,3,2.44
1859,42.5,-92.5,1,2.25
1859,47.5,-122.5,3,-1.51
1859,47.5,12.5,24,-2.16
1859,47.5,17.5,10,-0.82
1859,47.5,22.5,2,-1.7
1859,47.5,-2.5,2,-0.96
1859,47.5,2.5,7,-1
1859,47.5,27.5,1,-1.45
1859,47.5,32.5,3,-0.59
1859,47.5,42.5,1,-3.1
1859,47.5,47.5,1,-2.58
1859,47.5,-52.5,1,-2.19
1859,47.5,-72.5,1,0.05
1859,47.5,7.5,19,-1.47
1859,47.5,-97.5,1,11.72
1859,52.5,102.5,1,2.29
1859,52.5,117.5,1,-2.24
1859,52.5,12.5,20,0.44
1859,52.5,142.5,1,-4.49
1859,52.5,17.5,3,1.72
1859,52.5,22.5,3,2
1859,52.5,2.5,1,0.45
1859,52.5,-2.5,8,0.42
1859,52.5,27.5,1,2.65
1859,52.5,32.5,1,0.34
1859,52.5,42.5,1,-1.19
1859,52.5,52.5,1,-0.65
1859,52.5,57.5,1,-1.02
1859,52.5,7.5,10,0.52
1859,52.5,-7.5,3,0.43
1859,52.5,82.5,1,0.43
1859,57.5,12.5,2,1.6
1859,57.5,-137.5,1,-1.26
1859,57.5,17.5,1,3.04
1859,57.5,22.5,4,2.64
1859,57.5,-2.5,4,0.83
1859,57.5,27.5,2,3.02
1859,57.5,32.5,1,2.89
1859,57.5,42.5,1,-0.09
1859,57.5,47.5,2,-1.22
1859,57.5,57.5,1,-2.38
1859,57.5,62.5,2,-3.65
1859,57.5,67.5,1,-0.36
1859,62.5,12.5,1,2.29
1859,62.5,17.5,1,3.82
1859,62.5,22.5,1,2.7
