Y,Lat,Long,N,Change
1977,17.5,-72.5,5,0.27
1977,17.5,72.5,6,0
1977,-17.5,-7.5,1,0.58
1977,17.5,7.5,1,0.66
1977,17.5,-7.5,3,1.21
1977,-17.5,-77.5,1,0.6
1977,17.5,-77.5,2,-0.61
1977,17.5,77.5,4,0.34
1977,17.5,82.5,3,-0.11
1977,17.5,-82.5,4,-0.53
1977,17.5,-87.5,6,-0.63
1977,17.5,-92.5,33,-0.7
1977,17.5,-97.5,48,-0.41
1977,17.5,97.5,9,-0.39
1977,22.5,102.5,11,-0.53
1977,22.5,-102.5,37,0.06
1977,22.5,107.5,11,-3.94
1977,22.5,-107.5,22,0.67
1977,22.5,-112.5,11,0.57
1977,22.5,112.5,19,-3.6
1977,-22.5,112.5,2,0.02
1977,-22.5,117.5,14,0.73
1977,22.5,117.5,6,-2.46
1977,-22.5,122.5,3,0.57
1977,22.5,122.5,5,-0.16
1977,22.5,-12.5,3,-0.04
1977,22.5,127.5,1,-0.14
1977,-22.5,-132.5,3,-0.35
1977,-22.5,132.5,6,-0.39
1977,-22.5,-137.5,1,-1.17
1977,-22.5,137.5,5,-1.61
1977,-22.5,142.5,4,-1.48
1977,-22.5,-147.5,1,-0.31
1977,-22.5,147.5,12,-0.41
1977,22.5,152.5,1,-0.94
1977,-22.5,152.5,12,-0.29
1977,-22.5,-157.5,1,-0.31
1977,22.5,-157.5,15,0.56
1977,-22.5,162.5,1,-0.52
1977,22.5,-167.5,1,0.39
1977,-22.5,167.5,5,-0.52
1977,-22.5,17.5,2,0.4
1977,22.5,-17.5,2,-0.84
1977,22.5,2.5,1,1.5
1977,-22.5,-27.5,1,-0.63
1977,-22.5,27.5,13,1.4
1977,22.5,32.5,2,-0.12
1977,-22.5,32.5,7,1.78
1977,-22.5,37.5,1,0.67
1977,22.5,37.5,2,-1.12
1977,-22.5,42.5,1,-0.11
1977,-22.5,-42.5,19,-0.24
1977,-22.5,47.5,1,-0.07
1977,22.5,47.5,1,-1.7
1977,-22.5,-47.5,13,-0.26
1977,-22.5,-52.5,3,-0.76
1977,-22.5,57.5,3,0.46
1977,-22.5,-57.5,3,-0.85
1977,-22.5,-62.5,5,-0.38
1977,22.5,67.5,2,-0.55
1977,-22.5,-67.5,3,0.25
1977,22.5,72.5,2,-0.17
1977,22.5,-72.5,2,-0.77
1977,-22.5,-72.5,2,1.08
1977,22.5,7.5,1,1.64
1977,22.5,77.5,6,-0.05
1977,22.5,-77.5,8,-1.22
1977,22.5,82.5,4,0.16
1977,22.5,-82.5,5,-1.72
1977,22.5,87.5,10,-0.35
1977,22.5,-87.5,10,-0.91
1977,22.5,-92.5,1,-1.37
1977,22.5,92.5,9,-0.4
1977,22.5,-97.5,26,-1.99
1977,22.5,97.5,3,-0.38
1977,-2.5,102.5,5,0.2
1977,2.5,102.5,7,0.26
1977,-2.5,107.5,1,0.19
1977,-2.5,112.5,1,-0.1
1977,2.5,112.5,3,-0.28
1977,2.5,117.5,1,0.26
1977,-2.5,117.5,2,0.42
1977,2.5,122.5,1,-0.02
1977,-2.5,122.5,1,-0.91
1977,-2.5,12.5,10,0.11
1977,2.5,12.5,5,-0.08
1977,-2.5,127.5,3,0.33
1977,-2.5,132.5,1,-0.35
1977,-2.5,152.5,1,-0.43
1977,2.5,-157.5,1,0.33
1977,-2.5,167.5,1,-0.81
1977,2.5,172.5,2,-0.29
1977,2.5,17.5,5,-0.01
1977,-2.5,17.5,6,-0.09
1977,2.5,22.5,1,-0.56
1977,-2.5,27.5,1,0.09
1977,-2.5,32.5,1,-0.1
1977,-2.5,-32.5,1,-0.86
1977,2.5,32.5,4,-0.22
1977,-2.5,-37.5,2,-1.21
1977,2.5,37.5,3,-0.21
1977,-2.5,37.5,3,0.24
1977,2.5,42.5,1,0.6
1977,-2.5,-42.5,6,-0.86
1977,-2.5,-47.5,6,-0.43
1977,-2.5,-52.5,3,-0.13
1977,2.5,-52.5,6,0.08
1977,-2.5,57.5,1,-0.02
1977,-2.5,-57.5,2,-0.03
1977,2.5,-57.5,3,0.14
1977,-2.5,-62.5,1,0.32
1977,2.5,-62.5,3,0.25
1977,2.5,-67.5,1,0.47
1977,-2.5,-67.5,3,0.36
1977,2.5,72.5,1,-0.18
1977,-2.5,-72.5,1,0.48
1977,2.5,-72.5,3,0.34
1977,-2.5,7.5,1,-0.29
1977,2.5,-7.5,2,-0.13
1977,2.5,7.5,5,-0.33
1977,-2.5,-77.5,10,0.04
1977,2.5,-77.5,8,0.49
1977,-2.5,-82.5,4,0.08
1977,-2.5,-87.5,1,1.03
1977,27.5,102.5,21,-1.03
1977,27.5,-102.5,35,-2.05
1977,-27.5,-107.5,1,-0.14
1977,27.5,107.5,21,-3.51
1977,27.5,-107.5,38,-0.05
1977,27.5,-112.5,17,-0.19
1977,27.5,112.5,17,-4.05
1977,-27.5,112.5,3,-0.19
1977,27.5,117.5,20,-3.57
1977,-27.5,117.5,8,0.55
1977,-27.5,122.5,6,1.28
1977,27.5,122.5,8,-2.55
1977,27.5,12.5,1,1.22
1977,27.5,-12.5,3,-0.05
1977,-27.5,127.5,2,0.31
1977,27.5,127.5,5,-0.76
1977,-27.5,-132.5,1,-0.2
1977,27.5,132.5,2,0.33
1977,-27.5,132.5,4,-0.44
1977,-27.5,137.5,4,-0.59
1977,-27.5,-142.5,1,-0.4
1977,27.5,142.5,2,-0.94
1977,-27.5,142.5,4,-0.78
1977,-27.5,147.5,13,-0.6
1977,-27.5,152.5,46,-0.19
1977,-27.5,167.5,1,-1.38
1977,27.5,-17.5,4,-0.13
1977,-27.5,17.5,6,-0.17
1977,27.5,-177.5,1,-0.42
1977,-27.5,-177.5,2,-0.67
1977,-27.5,22.5,11,-0.23
1977,27.5,2.5,1,2.23
1977,27.5,-2.5,2,1.03
1977,27.5,27.5,3,-0.17
1977,-27.5,27.5,40,0.21
1977,-27.5,32.5,19,0.54
1977,27.5,32.5,6,-0.21
1977,27.5,37.5,2,-1.17
1977,27.5,42.5,1,-2.17
1977,-27.5,47.5,1,0.01
1977,-27.5,-47.5,4,0.22
1977,27.5,47.5,6,-2.13
1977,-27.5,-52.5,10,-0.13
1977,27.5,52.5,7,-1.88
1977,-27.5,-57.5,18,-0.53
1977,27.5,57.5,3,-2.08
1977,-27.5,-62.5,5,-0.05
1977,27.5,62.5,6,-1.35
1977,27.5,67.5,1,-0.61
1977,-27.5,-67.5,3,0.33
1977,-27.5,-72.5,4,1.11
1977,27.5,72.5,5,-1.04
1977,27.5,7.5,1,2.3
1977,27.5,-77.5,2,-2.66
1977,27.5,77.5,5,0.18
1977,27.5,82.5,4,-0.26
1977,27.5,-82.5,73,-4.36
1977,27.5,-87.5,4,-4.58
1977,27.5,87.5,9,0.1
1977,27.5,-92.5,18,-4.72
1977,27.5,92.5,7,-0.33
1977,27.5,97.5,6,-0.5
1977,27.5,-97.5,90,-4.02
1977,32.5,102.5,19,-0.61
1977,32.5,-102.5,96,-2.78
1977,32.5,107.5,16,-2.68
1977,32.5,-107.5,78,-1.18
1977,32.5,112.5,17,-3.39
1977,32.5,-112.5,94,-0.84
1977,32.5,117.5,17,-3.52
1977,-32.5,117.5,50,-0.07
1977,32.5,-117.5,92,-0.29
1977,32.5,-122.5,4,-0.22
1977,-32.5,122.5,7,0.76
1977,32.5,122.5,9,-2.99
1977,32.5,12.5,4,1.31
1977,32.5,127.5,17,-3.25
1977,-32.5,127.5,3,1.51
1977,32.5,132.5,36,-2.46
1977,-32.5,132.5,6,0.92
1977,32.5,137.5,19,-1.89
1977,-32.5,137.5,34,0.31
1977,-32.5,142.5,10,0.2
1977,-32.5,147.5,45,0.04
1977,-32.5,152.5,44,0.17
1977,-32.5,157.5,1,-1.2
1977,32.5,17.5,1,-0.15
1977,-32.5,17.5,15,-1.31
1977,32.5,-17.5,3,-0.2
1977,-32.5,22.5,15,-0.02
1977,32.5,22.5,3,0.51
1977,32.5,-2.5,3,0.88
1977,32.5,2.5,4,1.29
1977,-32.5,27.5,14,0.24
1977,32.5,27.5,3,0.11
1977,-32.5,32.5,1,0.1
1977,32.5,32.5,7,-0.64
1977,32.5,37.5,11,-1.15
1977,32.5,42.5,4,-2.44
1977,32.5,47.5,11,-4.03
1977,32.5,52.5,4,-3.44
1977,-32.5,-52.5,7,0.63
1977,-32.5,-57.5,19,0.33
1977,32.5,57.5,2,-3.36
1977,-32.5,-62.5,11,0.19
1977,32.5,-62.5,2,-3.02
1977,32.5,62.5,2,-3.86
1977,-32.5,-67.5,13,-0.25
1977,32.5,67.5,4,-1.73
1977,32.5,72.5,17,-0.75
1977,-32.5,-72.5,7,0.82
1977,32.5,7.5,4,1.38
1977,32.5,-7.5,9,0.2
1977,32.5,77.5,2,0.81
1977,-32.5,-77.5,3,0.55
1977,32.5,-77.5,32,-5.73
1977,32.5,82.5,1,1.82
1977,32.5,-82.5,153,-5.62
1977,32.5,-87.5,158,-5.71
1977,32.5,87.5,2,1.33
1977,32.5,-92.5,162,-5.25
1977,32.5,92.5,7,1.71
1977,32.5,97.5,12,1.34
1977,32.5,-97.5,142,-4.39
1977,37.5,102.5,10,-1.93
1977,37.5,-102.5,110,-2.63
1977,37.5,-107.5,131,-2.12
1977,37.5,107.5,13,-3.68
1977,37.5,-112.5,104,-1.24
1977,37.5,112.5,14,-3.54
1977,37.5,117.5,20,-3.26
1977,37.5,-117.5,82,-1.05
1977,37.5,-122.5,131,-1.06
1977,37.5,122.5,8,-3.63
1977,-37.5,-12.5,1,-1.17
1977,37.5,12.5,12,0.84
1977,37.5,127.5,60,-3.7
1977,37.5,132.5,9,-2.49
1977,-37.5,137.5,15,0.21
1977,37.5,137.5,38,-2.45
1977,37.5,142.5,16,-2.88
1977,-37.5,142.5,56,-0.21
1977,-37.5,147.5,62,-0.15
1977,-37.5,152.5,5,0
1977,-37.5,172.5,3,-1.09
1977,37.5,17.5,11,0.65
1977,-37.5,177.5,3,-1.22
1977,37.5,22.5,21,0.17
1977,37.5,-2.5,22,0.5
1977,37.5,2.5,6,0.32
1977,37.5,-27.5,3,-0.29
1977,37.5,27.5,49,0.14
1977,37.5,-32.5,1,-0.33
1977,37.5,32.5,48,-1.02
1977,37.5,37.5,42,-1.98
1977,37.5,42.5,31,-3.27
1977,37.5,47.5,12,-4.4
1977,37.5,52.5,5,-4.91
1977,-37.5,-57.5,7,0.77
1977,37.5,57.5,7,-6.89
1977,-37.5,-62.5,10,0.46
1977,37.5,62.5,6,-7.43
1977,-37.5,-67.5,4,-0.05
1977,37.5,67.5,42,-5.1
1977,37.5,-72.5,11,-5.99
1977,37.5,72.5,24,-0.81
1977,-37.5,-72.5,4,0.32
1977,37.5,7.5,16,1.23
1977,37.5,-7.5,27,0.05
1977,37.5,-77.5,231,-6.2
1977,37.5,77.5,5,-3.06
1977,37.5,-82.5,215,-7.42
1977,37.5,82.5,2,-1.97
1977,37.5,-87.5,193,-8.06
1977,37.5,87.5,2,-2.47
1977,37.5,-92.5,182,-6.97
1977,37.5,92.5,7,0.52
1977,37.5,-97.5,164,-4.41
1977,37.5,97.5,7,-0.66
1977,42.5,-102.5,134,-3.76
1977,42.5,102.5,6,-5.31
1977,42.5,107.5,5,-5.53
1977,42.5,-107.5,97,-1.37
1977,42.5,-112.5,131,-1.49
1977,42.5,112.5,15,-4.94
1977,42.5,117.5,11,-4.36
1977,42.5,-117.5,88,-3.27
1977,42.5,-122.5,121,-1.71
1977,42.5,122.5,20,-4.19
1977,42.5,12.5,65,0.96
1977,42.5,127.5,18,-4.52
1977,42.5,132.5,13,-5.43
1977,42.5,137.5,3,-3.91
1977,-42.5,142.5,1,-0.1
1977,42.5,142.5,24,-3.57
1977,42.5,147.5,2,-3.63
1977,-42.5,147.5,46,0.21
1977,-42.5,167.5,2,-1.86
1977,-42.5,172.5,5,-1.51
1977,42.5,17.5,39,1.59
1977,-42.5,-177.5,1,-0.56
1977,-42.5,177.5,1,-2.07
1977,42.5,22.5,47,0.51
1977,42.5,2.5,20,-0.21
1977,42.5,-2.5,41,-0.21
1977,42.5,27.5,35,0.29
1977,42.5,32.5,21,-0.29
1977,42.5,37.5,20,-1.31
1977,42.5,42.5,36,-3.41
1977,42.5,47.5,13,-5.64
1977,42.5,52.5,4,-8.24
1977,42.5,57.5,6,-10.84
1977,-42.5,-62.5,1,0.3
1977,42.5,-62.5,20,-1.71
1977,42.5,62.5,8,-9.37
1977,42.5,67.5,20,-6.79
1977,42.5,-67.5,32,-2.52
1977,-42.5,-67.5,4,-1.12
1977,42.5,-72.5,240,-4.29
1977,42.5,72.5,37,-3.86
1977,-42.5,-72.5,5,-0.24
1977,-42.5,-7.5,1,-0.93
1977,42.5,-7.5,22,-0.54
1977,42.5,7.5,37,-0.05
1977,42.5,-77.5,231,-5.59
1977,42.5,77.5,26,-2.08
1977,42.5,-82.5,193,-6.67
1977,42.5,82.5,4,-5
1977,42.5,-87.5,173,-7.19
1977,42.5,87.5,7,-4.18
1977,42.5,-92.5,175,-6.8
1977,42.5,92.5,4,-4.5
1977,42.5,-97.5,160,-4.83
1977,42.5,97.5,5,-4.02
1977,47.5,-102.5,117,-5.52
1977,47.5,102.5,13,-6.42
1977,47.5,-107.5,101,-3.73
1977,47.5,107.5,12,-5.93
1977,47.5,-112.5,129,-1.68
1977,47.5,112.5,9,-4.38
1977,47.5,-117.5,144,-2.55
1977,47.5,117.5,8,-5.26
1977,47.5,-122.5,222,-1.3
1977,47.5,122.5,5,-5.32
1977,47.5,12.5,157,0.43
1977,47.5,127.5,11,-5.86
1977,47.5,-127.5,9,-0.41
1977,47.5,132.5,17,-5.18
1977,47.5,137.5,11,-5.22
1977,47.5,142.5,11,-3.97
1977,47.5,-147.5,1,0.95
1977,47.5,147.5,1,-3.24
1977,47.5,152.5,3,-1.14
1977,-47.5,167.5,1,-1.3
1977,-47.5,172.5,2,-1.84
1977,47.5,17.5,70,0.92
1977,47.5,22.5,33,1.21
1977,47.5,-2.5,16,-0.84
1977,47.5,2.5,30,0.12
1977,47.5,27.5,27,-0.51
1977,47.5,32.5,26,-3.01
1977,-47.5,37.5,1,0.35
1977,47.5,37.5,22,-4.41
1977,47.5,42.5,19,-7.07
1977,47.5,47.5,8,-8.85
1977,-47.5,52.5,1,0.12
1977,47.5,-52.5,23,1.26
1977,47.5,52.5,5,-8.33
1977,47.5,-57.5,22,1.1
1977,47.5,57.5,6,-9.13
1977,47.5,-62.5,65,-1.45
1977,47.5,62.5,8,-9.2
1977,47.5,-67.5,109,-1.63
1977,-47.5,-67.5,3,-0.62
1977,47.5,67.5,6,-7.78
1977,47.5,-72.5,225,-2.29
1977,-47.5,-72.5,3,-0.45
1977,47.5,72.5,5,-6.04
1977,47.5,7.5,180,0.31
1977,47.5,77.5,4,-5.69
1977,47.5,-77.5,79,-2.7
1977,47.5,-82.5,47,-3.28
1977,47.5,82.5,8,-6.01
1977,47.5,-87.5,59,-4.53
1977,47.5,87.5,9,-5.58
1977,47.5,92.5,8,-7.7
1977,47.5,-92.5,99,-5.46
1977,47.5,-97.5,131,-4.9
1977,47.5,97.5,5,-6.35
1977,52.5,102.5,11,-6.32
1977,52.5,-102.5,66,-3.08
1977,52.5,107.5,21,-5.51
1977,52.5,-107.5,71,-2.77
1977,52.5,112.5,13,-4.75
1977,52.5,-112.5,85,0.24
1977,52.5,117.5,16,-5.03
1977,52.5,-117.5,57,0.76
1977,52.5,122.5,5,-3.04
1977,52.5,-122.5,60,0.95
1977,52.5,12.5,116,-0.09
1977,52.5,-12.5,2,-1.51
1977,52.5,127.5,15,-4.17
1977,52.5,-127.5,35,0.39
1977,52.5,132.5,12,-4.04
1977,52.5,-132.5,13,1.04
1977,52.5,137.5,10,-5.36
1977,52.5,142.5,12,-3.29
1977,52.5,157.5,11,0.18
1977,52.5,-162.5,1,2.12
1977,-52.5,167.5,1,-0.64
1977,52.5,172.5,1,0.05
1977,52.5,17.5,38,0.08
1977,52.5,-177.5,1,-0.9
1977,52.5,22.5,24,-0.08
1977,52.5,2.5,30,-0.52
1977,52.5,-2.5,64,-1.47
1977,52.5,27.5,16,-1.68
1977,52.5,32.5,20,-3.06
1977,-52.5,-37.5,1,-0.32
1977,52.5,-37.5,1,2.12
1977,52.5,37.5,19,-4.47
1977,52.5,42.5,18,-5.93
1977,52.5,47.5,11,-6.39
1977,52.5,52.5,12,-6.04
1977,-52.5,-57.5,1,-0.32
1977,52.5,-57.5,11,3.1
1977,52.5,57.5,15,-6.73
1977,52.5,62.5,5,-7.68
1977,52.5,-62.5,8,3
1977,52.5,67.5,12,-7.83
1977,-52.5,-67.5,4,-0.72
1977,52.5,-67.5,8,2.9
1977,-52.5,-72.5,3,-0.51
1977,52.5,-72.5,3,2.04
1977,52.5,72.5,8,-7.65
1977,52.5,7.5,162,0.1
1977,52.5,-7.5,32,-1.78
1977,52.5,-77.5,2,1.17
1977,52.5,77.5,9,-8.72
1977,52.5,82.5,19,-8.43
1977,52.5,-82.5,4,-0.55
1977,52.5,87.5,13,-7.29
1977,52.5,-87.5,4,-0.89
1977,52.5,92.5,10,-7.43
1977,52.5,-92.5,9,-2.14
1977,52.5,-97.5,40,-2.42
1977,52.5,97.5,7,-6.6
1977,57.5,-102.5,5,0.17
1977,57.5,102.5,6,-7.97
1977,57.5,107.5,7,-7.36
1977,57.5,-107.5,9,-0.54
1977,57.5,-112.5,10,0.26
1977,57.5,112.5,7,-7.34
1977,57.5,-117.5,21,3.33
1977,57.5,117.5,4,-5.49
1977,57.5,-122.5,12,3.94
1977,57.5,122.5,6,-1.92
1977,57.5,12.5,127,-1.26
1977,57.5,127.5,4,-2.73
1977,57.5,-127.5,8,4.06
1977,57.5,-132.5,17,4.87
1977,57.5,132.5,4,-1.79
1977,57.5,137.5,4,-1.47
1977,57.5,-137.5,8,4.28
1977,57.5,142.5,1,1.67
1977,57.5,147.5,1,3.33
1977,57.5,152.5,4,0.82
1977,57.5,-152.5,7,6.56
1977,57.5,-157.5,1,9.84
1977,57.5,157.5,5,-0.32
1977,57.5,-162.5,2,6.14
1977,57.5,162.5,3,0.92
1977,57.5,167.5,1,0.81
1977,57.5,-172.5,1,2.76
1977,57.5,17.5,79,-0.17
1977,57.5,-22.5,1,-0.41
1977,57.5,22.5,17,-1.45
1977,57.5,2.5,2,-1.42
1977,57.5,-2.5,29,-1.64
1977,57.5,27.5,15,-1.93
1977,57.5,32.5,19,-2.27
1977,57.5,37.5,16,-2.87
1977,57.5,42.5,12,-3.03
1977,57.5,47.5,15,-3.61
1977,57.5,52.5,13,-3.97
1977,57.5,57.5,11,-4.57
1977,57.5,62.5,13,-4.61
1977,57.5,-62.5,2,6.08
1977,57.5,-67.5,1,7.62
1977,57.5,67.5,9,-5.89
1977,57.5,72.5,11,-6.77
1977,57.5,-7.5,10,-1.03
1977,57.5,7.5,44,-1.75
1977,57.5,77.5,10,-7.07
1977,57.5,-77.5,3,3.62
1977,57.5,82.5,13,-7.67
1977,57.5,87.5,12,-7.76
1977,57.5,92.5,12,-8.25
1977,57.5,-92.5,5,1.01
1977,57.5,-97.5,2,0.66
1977,57.5,97.5,7,-8.17
1977,62.5,-102.5,1,2.73
1977,62.5,102.5,4,-5.92
1977,62.5,-107.5,1,1.98
1977,62.5,107.5,3,-8.11
1977,62.5,-112.5,3,1.39
1977,62.5,112.5,3,-4.96
1977,62.5,-117.5,2,2.65
1977,62.5,117.5,4,-1.84
1977,62.5,122.5,3,-1.57
1977,62.5,-122.5,5,3.04
1977,62.5,12.5,65,-2.64
1977,62.5,-127.5,3,7.43
1977,62.5,127.5,6,-1.06
1977,62.5,132.5,6,-0.6
1977,62.5,-132.5,7,8.96
1977,62.5,-137.5,12,10.02
1977,62.5,137.5,2,2.33
1977,62.5,142.5,3,4.97
1977,62.5,-142.5,6,9.65
1977,62.5,147.5,2,7.65
1977,62.5,-147.5,35,10.11
1977,62.5,152.5,4,5.82
1977,62.5,-152.5,9,9.76
1977,62.5,157.5,3,0.97
1977,62.5,-157.5,5,10.13
1977,62.5,162.5,2,2.09
1977,62.5,-162.5,4,8.65
1977,62.5,-167.5,2,8.35
1977,62.5,167.5,3,1.92
1977,62.5,172.5,2,3.56
1977,62.5,-172.5,2,4.71
1977,62.5,-17.5,2,-0.48
1977,62.5,17.5,63,-0.59
1977,62.5,177.5,4,1.39
1977,62.5,-22.5,3,-1.54
1977,62.5,22.5,64,-0.2
1977,62.5,-2.5,1,-1.03
1977,62.5,2.5,2,-0.58
1977,62.5,27.5,59,-0.12
1977,62.5,32.5,15,0.22
1977,62.5,37.5,4,-0.25
1977,-62.5,-42.5,1,0.09
1977,62.5,-42.5,3,1.3
1977,62.5,42.5,4,-0.18
1977,-62.5,-47.5,1,0.7
1977,62.5,-47.5,2,5.12
1977,62.5,47.5,5,0.23
1977,62.5,-52.5,1,5.17
1977,62.5,52.5,6,-0.85
1977,62.5,57.5,3,-0.31
1977,-62.5,-57.5,7,-0.37
1977,-62.5,-62.5,3,0.12
1977,62.5,62.5,5,-3.33
1977,62.5,67.5,3,-3.24
1977,62.5,-67.5,3,9.69
1977,62.5,72.5,2,-5.23
1977,62.5,-7.5,2,-0.82
1977,62.5,7.5,45,-1.4
1977,62.5,-77.5,1,6.99
1977,62.5,77.5,2,-5.46
1977,62.5,-82.5,1,8.66
1977,62.5,82.5,2,-5.43
1977,62.5,87.5,2,-6.74
1977,62.5,-92.5,2,6.1
1977,62.5,92.5,4,-6.45
1977,62.5,-97.5,1,4.39
1977,62.5,97.5,1,-4.81
1977,67.5,102.5,1,-0.55
1977,67.5,-107.5,3,3.04
1977,-67.5,112.5,1,1.97
1977,67.5,-112.5,2,1.82
1977,67.5,112.5,2,3.05
1977,67.5,117.5,1,3.17
1977,67.5,-117.5,3,0.56
1977,67.5,-122.5,1,0.07
1977,67.5,122.5,2,0.29
1977,67.5,-12.5,1,-0.7
1977,67.5,12.5,19,-1.08
1977,67.5,-127.5,5,1.82
1977,67.5,132.5,1,2.58
1977,67.5,-132.5,5,1.64
1977,67.5,-137.5,1,0.11
1977,67.5,137.5,2,0.66
1977,67.5,-142.5,1,0.95
1977,-67.5,142.5,1,1.19
1977,67.5,142.5,1,6.31
1977,67.5,-147.5,2,7.68
1977,67.5,152.5,2,6.44
1977,67.5,-152.5,5,7.79
1977,67.5,-157.5,1,10.79
1977,-67.5,157.5,1,1.8
1977,67.5,157.5,2,4.66
1977,67.5,-162.5,1,8.32
1977,67.5,162.5,4,2.65
1977,67.5,167.5,3,1.86
1977,67.5,-167.5,5,4.61
1977,67.5,-172.5,1,2.81
1977,67.5,172.5,2,3.95
1977,67.5,-17.5,3,-0.52
1977,67.5,17.5,45,-1.48
1977,67.5,177.5,1,2.3
1977,67.5,-177.5,4,3.72
1977,67.5,-22.5,1,-1.8
1977,67.5,22.5,46,-0.7
1977,67.5,27.5,33,0.08
1977,67.5,-32.5,1,-2.33
1977,67.5,32.5,5,-0.04
1977,-67.5,37.5,1,1.72
1977,67.5,-37.5,1,-2.23
1977,67.5,37.5,4,-0.21
1977,67.5,42.5,4,-0.69
1977,-67.5,47.5,1,2.18
1977,67.5,47.5,2,-0.89
1977,67.5,52.5,2,-0.01
1977,67.5,-52.5,6,5.3
1977,67.5,57.5,4,0.28
1977,-67.5,62.5,1,2.24
1977,-67.5,-62.5,2,0.6
1977,67.5,-62.5,3,8.94
1977,67.5,62.5,5,-0.84
1977,-67.5,-67.5,1,0.18
1977,67.5,-67.5,1,8.52
1977,67.5,67.5,2,-1.45
1977,67.5,-72.5,1,9.29
1977,67.5,72.5,2,-2.32
1977,67.5,-77.5,1,10.48
1977,67.5,77.5,1,-1.36
1977,-67.5,77.5,1,2.05
1977,67.5,82.5,1,-5.12
1977,67.5,-82.5,2,9.1
1977,67.5,87.5,3,-4.29
1977,67.5,-87.5,3,8.71
1977,-67.5,92.5,1,1.62
1977,67.5,92.5,1,-3.14
1977,67.5,-92.5,1,9.16
1977,67.5,-97.5,1,5.42
1977,72.5,102.5,1,0.49
1977,72.5,-102.5,1,-1.37
1977,72.5,107.5,1,4.74
1977,72.5,112.5,3,4.54
1977,72.5,117.5,1,-0.86
1977,72.5,-122.5,1,0.71
1977,72.5,122.5,1,5.12
1977,-72.5,12.5,1,0.24
1977,72.5,-127.5,2,2.63
1977,72.5,127.5,3,3.37
1977,72.5,137.5,2,2.69
1977,72.5,-142.5,1,1.9
1977,72.5,142.5,3,4.09
1977,72.5,147.5,1,5.34
1977,72.5,152.5,1,6.47
1977,72.5,-157.5,1,3.19
1977,72.5,162.5,1,3.46
1977,72.5,172.5,1,1.24
1977,72.5,17.5,2,-0.11
1977,72.5,-177.5,1,2.59
1977,72.5,22.5,2,0.23
1977,72.5,-22.5,3,-1.87
1977,-72.5,-2.5,1,1.65
1977,72.5,27.5,4,-1.07
1977,72.5,32.5,3,-0.16
1977,-72.5,42.5,1,2.41
1977,72.5,52.5,1,0.83
1977,72.5,57.5,1,2.82
1977,72.5,-57.5,1,4.25
1977,72.5,67.5,1,1.26
1977,72.5,-67.5,1,9.91
1977,72.5,72.5,2,1.04
1977,72.5,-7.5,2,-1.15
1977,72.5,-77.5,1,9.69
1977,72.5,77.5,2,1.58
1977,72.5,-82.5,1,8.93
1977,72.5,82.5,2,1.17
1977,72.5,92.5,1,-0.97
1977,72.5,-92.5,2,8.51
1977,7.5,102.5,6,-0.25
1977,-7.5,107.5,4,0.03
1977,-7.5,112.5,3,0.14
1977,7.5,117.5,1,-0.16
1977,-7.5,117.5,2,-0.15
1977,-7.5,122.5,1,0.34
1977,7.5,122.5,2,0.58
1977,-7.5,-12.5,1,-0.54
1977,7.5,12.5,6,0.19
1977,7.5,-12.5,7,-0.05
1977,-7.5,127.5,1,0.05
1977,7.5,127.5,1,-0.29
1977,7.5,132.5,1,-0.23
1977,7.5,137.5,2,-0.13
1977,-7.5,-137.5,3,0.53
1977,-7.5,147.5,4,-0.38
1977,7.5,152.5,2,-0.13
1977,7.5,157.5,1,0.06
1977,-7.5,157.5,1,-0.31
1977,-7.5,-157.5,1,0.34
1977,-7.5,162.5,1,-0.11
1977,7.5,162.5,1,0.71
1977,7.5,167.5,2,-0.14
1977,7.5,172.5,2,-0.08
1977,-7.5,-172.5,2,0.72
1977,-7.5,17.5,1,-0.28
1977,7.5,17.5,8,0.38
1977,-7.5,177.5,3,-0.05
1977,-7.5,22.5,1,-0.49
1977,7.5,22.5,5,-0.05
1977,7.5,2.5,7,-0.2
1977,7.5,-2.5,8,-0.19
1977,7.5,27.5,3,-0.51
1977,7.5,32.5,1,-0.66
1977,-7.5,32.5,2,-0.14
1977,-7.5,-32.5,2,-0.68
1977,-7.5,-37.5,22,-0.94
1977,-7.5,37.5,3,0.53
1977,7.5,37.5,8,0.23
1977,-7.5,-42.5,10,-0.79
1977,7.5,42.5,1,0.62
1977,7.5,47.5,1,0.91
1977,-7.5,-47.5,7,-0.52
1977,7.5,-52.5,2,-0.19
1977,7.5,-57.5,4,0.01
1977,-7.5,-62.5,1,0.59
1977,-7.5,-67.5,1,0.1
1977,7.5,-67.5,3,0.72
1977,-7.5,72.5,1,-0.51
1977,7.5,72.5,2,0.04
1977,-7.5,-72.5,2,0.93
1977,7.5,-72.5,8,0.19
1977,7.5,7.5,4,0.27
1977,7.5,-7.5,9,0.43
1977,-7.5,-77.5,11,0.54
1977,7.5,-77.5,4,0.36
1977,7.5,77.5,6,-0.36
1977,-7.5,-82.5,1,0.55
1977,7.5,-82.5,5,-0.15
1977,7.5,82.5,7,-0.63
1977,7.5,97.5,5,0.12
1977,77.5,-102.5,1,7.8
1977,77.5,102.5,2,2.5
1977,-77.5,107.5,1,1.8
1977,77.5,-107.5,1,5.04
1977,77.5,112.5,2,2.74
1977,77.5,-117.5,1,4.51
